CMBODY             =                            4
      2458335.152904       131585157.890      -161736319.132        -6617796.912
      2458335.252904       131755385.034      -161586181.073        -6618828.137
      2458335.352904       131925468.362      -161435866.638        -6619852.137
      2458335.452904       132095407.672      -161285375.968        -6620868.909
      2458335.552904       132265202.759      -161134709.205        -6621878.452
      2458335.652904       132434853.420      -160983866.491        -6622880.763
      2458335.752904       132604359.450      -160832847.969        -6623875.841
      2458335.852904       132773720.648      -160681653.782        -6624863.683
      2458335.952904       132942936.808      -160530284.071        -6625844.287
      2458336.052904       133112007.729      -160378738.981        -6626817.652
      2458336.152904       133280933.208      -160227018.656        -6627783.776
      2458336.252904       133449713.040      -160075123.239        -6628742.656
      2458336.352904       133618347.025      -159923052.873        -6629694.291
      2458336.452904       133786834.959      -159770807.705        -6630638.678
      2458336.552904       133955176.641      -159618387.877        -6631575.817
      2458336.652904       134123371.867      -159465793.536        -6632505.704
      2458336.752904       134291420.436      -159313024.827        -6633428.338
      2458336.852904       134459322.146      -159160081.894        -6634343.716
      2458336.952904       134627076.795      -159006964.884        -6635251.838
      2458337.052904       134794684.182      -158853673.943        -6636152.702
      2458337.152904       134962144.105      -158700209.217        -6637046.304
      2458337.252904       135129456.363      -158546570.852        -6637932.644
      2458337.352904       135296620.755      -158392758.997        -6638811.720
      2458337.452904       135463637.080      -158238773.797        -6639683.529
      2458337.552904       135630505.137      -158084615.400        -6640548.070
      2458337.652904       135797224.725      -157930283.954        -6641405.342
      2458337.752904       135963795.644      -157775779.607        -6642255.341
      2458337.852904       136130217.694      -157621102.508        -6643098.067
      2458337.952904       136296490.674      -157466252.804        -6643933.518
      2458338.052904       136462614.384      -157311230.644        -6644761.692
      2458338.152904       136628588.625      -157156036.178        -6645582.587
      2458338.252904       136794413.197      -157000669.555        -6646396.201
      2458338.352904       136960087.900      -156845130.925        -6647202.532
      2458338.452904       137125612.535      -156689420.437        -6648001.580
      2458338.552904       137290986.903      -156533538.242        -6648793.341
      2458338.652904       137456210.804      -156377484.489        -6649577.815
      2458338.752904       137621284.039      -156221259.331        -6650355.000
      2458338.852904       137786206.411      -156064862.917        -6651124.893
      2458338.952904       137950977.720      -155908295.400        -6651887.494
      2458339.052904       138115597.768      -155751556.930        -6652642.800
      2458339.152904       138280066.356      -155594647.660        -6653390.810
      2458339.252904       138444383.287      -155437567.741        -6654131.522
      2458339.352904       138608548.363      -155280317.326        -6654864.935
      2458339.452904       138772561.385      -155122896.568        -6655591.046
      2458339.552904       138936422.157      -154965305.619        -6656309.855
      2458339.652904       139100130.480      -154807544.633        -6657021.359
      2458339.752904       139263686.158      -154649613.762        -6657725.557
      2458339.852904       139427088.994      -154491513.162        -6658422.447
      2458339.952904       139590338.789      -154333242.985        -6659112.029
      2458340.052904       139753435.349      -154174803.386        -6659794.299
      2458340.152904       139916378.476      -154016194.520        -6660469.257
      2458340.252904       140079167.973      -153857416.541        -6661136.900
      2458340.352904       140241803.645      -153698469.604        -6661797.229
      2458340.452904       140404285.295      -153539353.866        -6662450.240
      2458340.552904       140566612.727      -153380069.480        -6663095.932
      2458340.652904       140728785.746      -153220616.604        -6663734.304
      2458340.752904       140890804.156      -153060995.393        -6664365.354
      2458340.852904       141052667.762      -152901206.004        -6664989.081
      2458340.952904       141214376.368      -152741248.593        -6665605.483
      2458341.052904       141375929.779      -152581123.318        -6666214.559
      2458341.152904       141537327.800      -152420830.336        -6666816.307
      2458341.252904       141698570.237      -152260369.803        -6667410.726
      2458341.352904       141859656.895      -152099741.879        -6667997.814
      2458341.452904       142020587.580      -151938946.720        -6668577.570
      2458341.552904       142181362.097      -151777984.486        -6669149.992
      2458341.652904       142341980.253      -151616855.334        -6669715.079
      2458341.752904       142502441.853      -151455559.424        -6670272.830
      2458341.852904       142662746.704      -151294096.915        -6670823.242
      2458341.952904       142822894.613      -151132467.966        -6671366.316
      2458342.052904       142982885.385      -150970672.736        -6671902.048
      2458342.152904       143142718.828      -150808711.386        -6672430.439
      2458342.252904       143302394.750      -150646584.076        -6672951.486
      2458342.352904       143461912.956      -150484290.966        -6673465.188
      2458342.452904       143621273.254      -150321832.217        -6673971.544
      2458342.552904       143780475.453      -150159207.989        -6674470.552
      2458342.652904       143939519.359      -149996418.445        -6674962.212
      2458342.752904       144098404.781      -149833463.745        -6675446.521
      2458342.852904       144257131.526      -149670344.052        -6675923.479
      2458342.952904       144415699.404      -149507059.526        -6676393.083
      2458343.052904       144574108.221      -149343610.332        -6676855.334
      2458343.152904       144732357.788      -149179996.630        -6677310.229
      2458343.252904       144890447.913      -149016218.585        -6677757.767
      2458343.352904       145048378.404      -148852276.358        -6678197.948
      2458343.452904       145206149.072      -148688170.114        -6678630.769
      2458343.552904       145363759.725      -148523900.016        -6679056.230
      2458343.652904       145521210.173      -148359466.228        -6679474.328
      2458343.752904       145678500.225      -148194868.913        -6679885.064
      2458343.852904       145835629.692      -148030108.237        -6680288.436
      2458343.952904       145992598.383      -147865184.364        -6680684.442
      2458344.052904       146149406.110      -147700097.459        -6681073.082
      2458344.152904       146306052.681      -147534847.687        -6681454.354
      2458344.252904       146462537.909      -147369435.214        -6681828.257
      2458344.352904       146618861.604      -147203860.204        -6682194.789
      2458344.452904       146775023.576      -147038122.825        -6682553.951
      2458344.552904       146931023.638      -146872223.243        -6682905.740
      2458344.652904       147086861.600      -146706161.623        -6683250.155
      2458344.752904       147242537.274      -146539938.133        -6683587.196
      2458344.852904       147398050.472      -146373552.940        -6683916.861
      2458344.952904       147553401.006      -146207006.210        -6684239.148
      2458345.052904       147708588.687      -146040298.112        -6684554.058
      2458345.152904       147863613.329      -145873428.813        -6684861.589
      2458345.252904       148018474.744      -145706398.482        -6685161.739
      2458345.352904       148173172.745      -145539207.286        -6685454.509
      2458345.452904       148327707.143      -145371855.394        -6685739.895
      2458345.552904       148482077.754      -145204342.975        -6686017.899
      2458345.652904       148636284.389      -145036670.198        -6686288.518
      2458345.752904       148790326.863      -144868837.232        -6686551.752
      2458345.852904       148944204.988      -144700844.248        -6686807.599
      2458345.952904       149097918.580      -144532691.414        -6687056.058
      2458346.052904       149251467.452      -144364378.901        -6687297.130
      2458346.152904       149404851.418      -144195906.879        -6687530.811
      2458346.252904       149558070.292      -144027275.520        -6687757.103
      2458346.352904       149711123.890      -143858484.993        -6687976.003
      2458346.452904       149864012.026      -143689535.470        -6688187.510
      2458346.552904       150016734.516      -143520427.122        -6688391.624
      2458346.652904       150169291.174      -143351160.122        -6688588.344
      2458346.752904       150321681.816      -143181734.640        -6688777.669
      2458346.852904       150473906.258      -143012150.849        -6688959.598
      2458346.952904       150625964.315      -142842408.922        -6689134.130
      2458347.052904       150777855.804      -142672509.030        -6689301.264
      2458347.152904       150929580.540      -142502451.348        -6689460.999
      2458347.252904       151081138.341      -142332236.048        -6689613.334
      2458347.352904       151232529.022      -142161863.304        -6689758.269
      2458347.452904       151383752.401      -141991333.289        -6689895.803
      2458347.552904       151534808.294      -141820646.177        -6690025.935
      2458347.652904       151685696.520      -141649802.142        -6690148.663
      2458347.752904       151836416.895      -141478801.360        -6690263.988
      2458347.852904       151986969.237      -141307644.004        -6690371.908
      2458347.952904       152137353.363      -141136330.250        -6690472.422
      2458348.052904       152287569.093      -140964860.272        -6690565.530
      2458348.152904       152437616.244      -140793234.247        -6690651.231
      2458348.252904       152587494.634      -140621452.349        -6690729.525
      2458348.352904       152737204.082      -140449514.756        -6690800.410
      2458348.452904       152886744.408      -140277421.642        -6690863.885
      2458348.552904       153036115.430      -140105173.185        -6690919.950
      2458348.652904       153185316.967      -139932769.561        -6690968.605
      2458348.752904       153334348.839      -139760210.948        -6691009.848
      2458348.852904       153483210.865      -139587497.521        -6691043.679
      2458348.952904       153631902.866      -139414629.460        -6691070.097
      2458349.052904       153780424.662      -139241606.941        -6691089.101
      2458349.152904       153928776.073      -139068430.143        -6691100.691
      2458349.252904       154076956.918      -138895099.244        -6691104.866
      2458349.352904       154224967.020      -138721614.422        -6691101.625
      2458349.452904       154372806.199      -138547975.855        -6691090.968
      2458349.552904       154520474.276      -138374183.724        -6691072.895
      2458349.652904       154667971.073      -138200238.206        -6691047.403
      2458349.752904       154815296.411      -138026139.482        -6691014.494
      2458349.852904       154962450.111      -137851887.732        -6690974.166
      2458349.952904       155109431.996      -137677483.134        -6690926.418
      2458350.052904       155256241.889      -137502925.870        -6690871.250
      2458350.152904       155402879.610      -137328216.119        -6690808.662
      2458350.252904       155549344.984      -137153354.063        -6690738.653
      2458350.352904       155695637.833      -136978339.882        -6690661.222
      2458350.452904       155841757.979      -136803173.758        -6690576.369
      2458350.552904       155987705.247      -136627855.872        -6690484.094
      2458350.652904       156133479.459      -136452386.405        -6690384.395
      2458350.752904       156279080.439      -136276765.540        -6690277.272
      2458350.852904       156424508.012      -136100993.459        -6690162.725
      2458350.952904       156569762.000      -135925070.343        -6690040.753
      2458351.052904       156714842.230      -135748996.377        -6689911.356
      2458351.152904       156859748.524      -135572771.742        -6689774.534
      2458351.252904       157004480.709      -135396396.621        -6689630.285
      2458351.352904       157149038.608      -135219871.199        -6689478.609
      2458351.452904       157293422.048      -135043195.658        -6689319.507
      2458351.552904       157437630.853      -134866370.183        -6689152.977
      2458351.652904       157581664.849      -134689394.958        -6688979.019
      2458351.752904       157725523.862      -134512270.166        -6688797.633
      2458351.852904       157869207.718      -134334995.993        -6688608.818
      2458351.952904       158012716.243      -134157572.623        -6688412.574
      2458352.052904       158156049.264      -133980000.242        -6688208.900
      2458352.152904       158299206.608      -133802279.035        -6687997.797
      2458352.252904       158442188.101      -133624409.187        -6687779.263
      2458352.352904       158584993.571      -133446390.883        -6687553.299
      2458352.452904       158727622.844      -133268224.311        -6687319.904
      2458352.552904       158870075.750      -133089909.656        -6687079.078
      2458352.652904       159012352.115      -132911447.105        -6686830.820
      2458352.752904       159154451.767      -132732836.845        -6686575.131
      2458352.852904       159296374.536      -132554079.062        -6686312.009
      2458352.952904       159438120.248      -132375173.943        -6686041.455
      2458353.052904       159579688.734      -132196121.677        -6685763.468
      2458353.152904       159721079.821      -132016922.451        -6685478.048
      2458353.252904       159862293.340      -131837576.452        -6685185.195
      2458353.352904       160003329.119      -131658083.870        -6684884.909
      2458353.452904       160144186.989      -131478444.892        -6684577.189
      2458353.552904       160284866.778      -131298659.706        -6684262.035
      2458353.652904       160425368.318      -131118728.503        -6683939.447
      2458353.752904       160565691.438      -130938651.470        -6683609.424
      2458353.852904       160705835.969      -130758428.798        -6683271.967
      2458353.952904       160845801.741      -130578060.676        -6682927.076
      2458354.052904       160985588.586      -130397547.293        -6682574.750
      2458354.152904       161125196.335      -130216888.840        -6682214.988
      2458354.252904       161264624.820      -130036085.506        -6681847.792
      2458354.352904       161403873.871      -129855137.484        -6681473.160
      2458354.452904       161542943.322      -129674044.962        -6681091.093
      2458354.552904       161681833.003      -129492808.133        -6680701.590
      2458354.652904       161820542.748      -129311427.187        -6680304.652
      2458354.752904       161959072.389      -129129902.316        -6679900.277
      2458354.852904       162097421.759      -128948233.711        -6679488.468
      2458354.952904       162235590.690      -128766421.565        -6679069.222
      2458355.052904       162373579.017      -128584466.069        -6678642.540
      2458355.152904       162511386.572      -128402367.416        -6678208.422
      2458355.252904       162649013.190      -128220125.799        -6677766.869
      2458355.352904       162786458.704      -128037741.410        -6677317.879
      2458355.452904       162923722.949      -127855214.442        -6676861.453
      2458355.552904       163060805.759      -127672545.089        -6676397.591
      2458355.652904       163197706.968      -127489733.544        -6675926.293
      2458355.752904       163334426.413      -127306780.001        -6675447.559
      2458355.852904       163470963.927      -127123684.654        -6674961.388
      2458355.952904       163607319.346      -126940447.697        -6674467.782
      2458356.052904       163743492.507      -126757069.324        -6673966.740
      2458356.152904       163879483.244      -126573549.731        -6673458.262
      2458356.252904       164015291.394      -126389889.111        -6672942.348
      2458356.352904       164150916.793      -126206087.661        -6672418.998
      2458356.452904       164286359.278      -126022145.575        -6671888.212
      2458356.552904       164421618.685      -125838063.049        -6671349.991
      2458356.652904       164556694.852      -125653840.279        -6670804.334
      2458356.752904       164691587.616      -125469477.461        -6670251.242
      2458356.852904       164826296.815      -125284974.790        -6669690.715
      2458356.952904       164960822.285      -125100332.465        -6669122.752
      2458357.052904       165095163.866      -124915550.680        -6668547.355
      2458357.152904       165229321.395      -124730629.633        -6667964.522
      2458357.252904       165363294.712      -124545569.522        -6667374.255
      2458357.352904       165497083.654      -124360370.543        -6666776.554
      2458357.452904       165630688.060      -124175032.895        -6666171.418
      2458357.552904       165764107.771      -123989556.774        -6665558.848
      2458357.652904       165897342.625      -123803942.379        -6664938.845
      2458357.752904       166030392.461      -123618189.909        -6664311.407
      2458357.852904       166163257.121      -123432299.561        -6663676.536
      2458357.952904       166295936.444      -123246271.534        -6663034.233
      2458358.052904       166428430.271      -123060106.028        -6662384.496
      2458358.152904       166560738.442      -122873803.241        -6661727.326
      2458358.252904       166692860.798      -122687363.373        -6661062.724
      2458358.352904       166824797.180      -122500786.623        -6660390.690
      2458358.452904       166956547.431      -122314073.192        -6659711.225
      2458358.552904       167088111.390      -122127223.278        -6659024.328
      2458358.652904       167219488.901      -121940237.083        -6658329.999
      2458358.752904       167350679.806      -121753114.806        -6657628.240
      2458358.852904       167481683.946      -121565856.649        -6656919.050
      2458358.952904       167612501.164      -121378462.812        -6656202.430
      2458359.052904       167743131.305      -121190933.497        -6655478.381
      2458359.152904       167873574.209      -121003268.904        -6654746.902
      2458359.252904       168003829.722      -120815469.235        -6654007.994
      2458359.352904       168133897.686      -120627534.693        -6653261.657
      2458359.452904       168263777.945      -120439465.478        -6652507.892
      2458359.552904       168393470.344      -120251261.793        -6651746.699
      2458359.652904       168522974.727      -120062923.841        -6650978.079
      2458359.752904       168652290.938      -119874451.824        -6650202.032
      2458359.852904       168781418.823      -119685845.945        -6649418.558
      2458359.952904       168910358.226      -119497106.407        -6648627.659
      2458360.052904       169039108.994      -119308233.413        -6647829.333
      2458360.152904       169167670.970      -119119227.167        -6647023.583
      2458360.252904       169296044.003      -118930087.871        -6646210.408
      2458360.352904       169424227.937      -118740815.732        -6645389.809
      2458360.452904       169552222.618      -118551410.951        -6644561.786
      2458360.552904       169680027.895      -118361873.734        -6643726.340
      2458360.652904       169807643.613      -118172204.285        -6642883.472
      2458360.752904       169935069.620      -117982402.809        -6642033.181
      2458360.852904       170062305.762      -117792469.511        -6641175.470
      2458360.952904       170189351.889      -117602404.595        -6640310.337
      2458361.052904       170316207.847      -117412208.268        -6639437.784
      2458361.152904       170442873.485      -117221880.735        -6638557.811
      2458361.252904       170569348.651      -117031422.202        -6637670.419
      2458361.352904       170695633.194      -116840832.874        -6636775.608
      2458361.452904       170821726.963      -116650112.957        -6635873.379
      2458361.552904       170947629.807      -116459262.659        -6634963.734
      2458361.652904       171073341.575      -116268282.186        -6634046.671
      2458361.752904       171198862.118      -116077171.744        -6633122.192
      2458361.852904       171324191.285      -115885931.541        -6632190.299
      2458361.952904       171449328.926      -115694561.784        -6631250.990
      2458362.052904       171574274.892      -115503062.681        -6630304.267
      2458362.152904       171699029.034      -115311434.438        -6629350.131
      2458362.252904       171823591.202      -115119677.264        -6628388.583
      2458362.352904       171947961.248      -114927791.366        -6627419.622
      2458362.452904       172072139.024      -114735776.954        -6626443.251
      2458362.552904       172196124.381      -114543634.235        -6625459.469
      2458362.652904       172319917.171      -114351363.419        -6624468.277
      2458362.752904       172443517.246      -114158964.714        -6623469.676
      2458362.852904       172566924.459      -113966438.328        -6622463.667
      2458362.952904       172690138.664      -113773784.472        -6621450.251
      2458363.052904       172813159.712      -113581003.355        -6620429.428
      2458363.152904       172935987.458      -113388095.187        -6619401.199
      2458363.252904       173058621.754      -113195060.177        -6618365.565
      2458363.352904       173181062.456      -113001898.535        -6617322.527
      2458363.452904       173303309.416      -112808610.472        -6616272.085
      2458363.552904       173425362.489      -112615196.198        -6615214.241
      2458363.652904       173547221.531      -112421655.924        -6614148.996
      2458363.752904       173668886.395      -112227989.861        -6613076.349
      2458363.852904       173790356.938      -112034198.220        -6611996.303
      2458363.952904       173911633.014      -111840281.212        -6610908.857
      2458364.052904       174032714.479      -111646239.048        -6609814.014
      2458364.152904       174153601.190      -111452071.941        -6608711.773
      2458364.252904       174274293.002      -111257780.101        -6607602.135
      2458364.352904       174394789.772      -111063363.742        -6606485.103
      2458364.452904       174515091.357      -110868823.075        -6605360.675
      2458364.552904       174635197.614      -110674158.313        -6604228.854
      2458364.652904       174755108.400      -110479369.668        -6603089.641
      2458364.752904       174874823.573      -110284457.354        -6601943.036
      2458364.852904       174994342.990      -110089421.583        -6600789.040
      2458364.952904       175113666.511      -109894262.569        -6599627.655
      2458365.052904       175232793.992      -109698980.524        -6598458.881
      2458365.152904       175351725.293      -109503575.664        -6597282.719
      2458365.252904       175470460.273      -109308048.200        -6596099.171
      2458365.352904       175588998.790      -109112398.348        -6594908.237
      2458365.452904       175707340.706      -108916626.322        -6593709.919
      2458365.552904       175825485.878      -108720732.335        -6592504.217
      2458365.652904       175943434.167      -108524716.604        -6591291.132
      2458365.752904       176061185.434      -108328579.341        -6590070.667
      2458365.852904       176178739.539      -108132320.763        -6588842.821
      2458365.952904       176296096.342      -107935941.084        -6587607.595
      2458366.052904       176413255.706      -107739440.520        -6586364.992
      2458366.152904       176530217.491      -107542819.286        -6585115.012
      2458366.252904       176646981.558      -107346077.598        -6583857.656
      2458366.352904       176763547.771      -107149215.672        -6582592.925
      2458366.452904       176879915.990      -106952233.725        -6581320.821
      2458366.552904       176996086.079      -106755131.971        -6580041.344
      2458366.652904       177112057.900      -106557910.628        -6578754.496
      2458366.752904       177227831.316      -106360569.912        -6577460.278
      2458366.852904       177343406.191      -106163110.041        -6576158.691
      2458366.952904       177458782.388      -105965531.231        -6574849.736
      2458367.052904       177573959.770      -105767833.700        -6573533.415
      2458367.152904       177688938.203      -105570017.664        -6572209.729
      2458367.252904       177803717.549      -105372083.341        -6570878.679
      2458367.352904       177918297.675      -105174030.950        -6569540.266
      2458367.452904       178032678.445      -104975860.708        -6568194.492
      2458367.552904       178146859.724      -104777572.833        -6566841.357
      2458367.652904       178260841.377      -104579167.544        -6565480.864
      2458367.752904       178374623.271      -104380645.059        -6564113.012
      2458367.852904       178488205.272      -104182005.597        -6562737.805
      2458367.952904       178601587.245      -103983249.376        -6561355.242
      2458368.052904       178714769.057      -103784376.616        -6559965.326
      2458368.152904       178827750.575      -103585387.535        -6558568.057
      2458368.252904       178940531.667      -103386282.354        -6557163.437
      2458368.352904       179053112.200      -103187061.292        -6555751.468
      2458368.452904       179165492.041      -102987724.569        -6554332.150
      2458368.552904       179277671.059      -102788272.404        -6552905.485
      2458368.652904       179389649.122      -102588705.017        -6551471.474
      2458368.752904       179501426.097      -102389022.630        -6550030.120
      2458368.852904       179613001.855      -102189225.462        -6548581.422
      2458368.952904       179724376.265      -101989313.734        -6547125.383
      2458369.052904       179835549.195      -101789287.667        -6545662.005
      2458369.152904       179946520.515      -101589147.482        -6544191.287
      2458369.252904       180057290.095      -101388893.400        -6542713.233
      2458369.352904       180167857.806      -101188525.642        -6541227.843
      2458369.452904       180278223.518      -100988044.431        -6539735.118
      2458369.552904       180388387.102      -100787449.987        -6538235.061
      2458369.652904       180498348.429      -100586742.533        -6536727.673
      2458369.752904       180608107.370      -100385922.290        -6535212.955
      2458369.852904       180717663.798      -100184989.481        -6533690.909
      2458369.952904       180827017.583       -99983944.328        -6532161.536
      2458370.052904       180936168.598       -99782787.055        -6530624.839
      2458370.152904       181045116.716       -99581517.882        -6529080.817
      2458370.252904       181153861.809       -99380137.034        -6527529.473
      2458370.352904       181262403.750       -99178644.734        -6525970.809
      2458370.452904       181370742.414       -98977041.205        -6524404.827
      2458370.552904       181478877.673       -98775326.670        -6522831.526
      2458370.652904       181586809.401       -98573501.352        -6521250.910
      2458370.752904       181694537.473       -98371565.477        -6519662.980
      2458370.852904       181802061.763       -98169519.267        -6518067.737
      2458370.952904       181909382.147       -97967362.946        -6516465.184
      2458371.052904       182016498.498       -97765096.740        -6514855.321
      2458371.152904       182123410.692       -97562720.871        -6513238.150
      2458371.252904       182230118.606       -97360235.566        -6511613.674
      2458371.352904       182336622.114       -97157641.049        -6509981.893
      2458371.452904       182442921.094       -96954937.544        -6508342.810
      2458371.552904       182549015.421       -96752125.277        -6506696.426
      2458371.652904       182654904.973       -96549204.473        -6505042.742
      2458371.752904       182760589.626       -96346175.358        -6503381.761
      2458371.852904       182866069.258       -96143038.156        -6501713.484
      2458371.952904       182971343.747       -95939793.095        -6500037.913
      2458372.052904       183076412.971       -95736440.399        -6498355.050
      2458372.152904       183181276.807       -95532980.295        -6496664.896
      2458372.252904       183285935.135       -95329413.010        -6494967.454
      2458372.352904       183390387.833       -95125738.769        -6493262.724
      2458372.452904       183494634.780       -94921957.799        -6491550.709
      2458372.552904       183598675.857       -94718070.327        -6489831.411
      2458372.652904       183702510.941       -94514076.579        -6488104.831
      2458372.752904       183806139.914       -94309976.784        -6486370.971
      2458372.852904       183909562.656       -94105771.167        -6484629.833
      2458372.952904       184012779.047       -93901459.957        -6482881.419
      2458373.052904       184115788.968       -93697043.381        -6481125.730
      2458373.152904       184218592.301       -93492521.667        -6479362.770
      2458373.252904       184321188.926       -93287895.042        -6477592.538
      2458373.352904       184423578.726       -93083163.735        -6475815.038
      2458373.452904       184525761.583       -92878327.973        -6474030.271
      2458373.552904       184627737.378       -92673387.986        -6472238.239
      2458373.652904       184729505.995       -92468344.001        -6470438.943
      2458373.752904       184831067.316       -92263196.247        -6468632.387
      2458373.852904       184932421.226       -92057944.953        -6466818.572
      2458373.952904       185033567.606       -91852590.348        -6464997.499
      2458374.052904       185134506.342       -91647132.661        -6463169.171
      2458374.152904       185235237.316       -91441572.121        -6461333.590
      2458374.252904       185335760.414       -91235908.958        -6459490.757
      2458374.352904       185436075.520       -91030143.401        -6457640.675
      2458374.452904       185536182.520       -90824275.680        -6455783.345
      2458374.552904       185636081.298       -90618306.025        -6453918.771
      2458374.652904       185735771.740       -90412234.666        -6452046.952
      2458374.752904       185835253.732       -90206061.833        -6450167.893
      2458374.852904       185934527.160       -89999787.756        -6448281.594
      2458374.952904       186033591.911       -89793412.666        -6446388.058
      2458375.052904       186132447.871       -89586936.793        -6444487.286
      2458375.152904       186231094.928       -89380360.368        -6442579.282
      2458375.252904       186329532.968       -89173683.623        -6440664.046
      2458375.352904       186427761.880       -88966906.788        -6438741.581
      2458375.452904       186525781.551       -88760030.094        -6436811.890
      2458375.552904       186623591.870       -88553053.773        -6434874.973
      2458375.652904       186721192.726       -88345978.056        -6432930.834
      2458375.752904       186818584.006       -88138803.175        -6430979.475
      2458375.852904       186915765.601       -87931529.362        -6429020.897
      2458375.952904       187012737.399       -87724156.848        -6427055.103
      2458376.052904       187109499.291       -87516685.867        -6425082.094
      2458376.152904       187206051.167       -87309116.649        -6423101.874
      2458376.252904       187302392.916       -87101449.427        -6421114.444
      2458376.352904       187398524.430       -86893684.435        -6419119.807
      2458376.452904       187494445.599       -86685821.904        -6417117.964
      2458376.552904       187590156.316       -86477862.067        -6415108.918
      2458376.652904       187685656.470       -86269805.158        -6413092.671
      2458376.752904       187780945.955       -86061651.409        -6411069.225
      2458376.852904       187876024.662       -85853401.054        -6409038.583
      2458376.952904       187970892.484       -85645054.326        -6407000.747
      2458377.052904       188065549.314       -85436611.459        -6404955.719
      2458377.152904       188159995.044       -85228072.685        -6402903.501
      2458377.252904       188254229.569       -85019438.240        -6400844.096
      2458377.352904       188348252.781       -84810708.357        -6398777.505
      2458377.452904       188442064.575       -84601883.269        -6396703.732
      2458377.552904       188535664.845       -84392963.212        -6394622.779
      2458377.652904       188629053.485       -84183948.420        -6392534.647
      2458377.752904       188722230.391       -83974839.126        -6390439.340
      2458377.852904       188815195.458       -83765635.566        -6388336.859
      2458377.952904       188907948.581       -83556337.975        -6386227.207
      2458378.052904       189000489.655       -83346946.586        -6384110.386
      2458378.152904       189092818.578       -83137461.637        -6381986.399
      2458378.252904       189184935.245       -82927883.360        -6379855.248
      2458378.352904       189276839.554       -82718211.993        -6377716.935
      2458378.452904       189368531.401       -82508447.769        -6375571.463
      2458378.552904       189460010.683       -82298590.926        -6373418.834
      2458378.652904       189551277.298       -82088641.698        -6371259.052
      2458378.752904       189642331.145       -81878600.321        -6369092.117
      2458378.852904       189733172.121       -81668467.032        -6366918.032
      2458378.952904       189823800.125       -81458242.066        -6364736.801
      2458379.052904       189914215.056       -81247925.659        -6362548.426
      2458379.152904       190004416.812       -81037518.048        -6360352.908
      2458379.252904       190094405.294       -80827019.470        -6358150.251
      2458379.352904       190184180.402       -80616430.161        -6355940.456
      2458379.452904       190273742.034       -80405750.357        -6353723.527
      2458379.552904       190363090.092       -80194980.296        -6351499.466
      2458379.652904       190452224.477       -79984120.215        -6349268.276
      2458379.752904       190541145.089       -79773170.350        -6347029.959
      2458379.852904       190629851.830       -79562130.940        -6344784.517
      2458379.952904       190718344.601       -79351002.220        -6342531.954
      2458380.052904       190806623.304       -79139784.430        -6340272.271
      2458380.152904       190894687.841       -78928477.806        -6338005.472
      2458380.252904       190982538.116       -78717082.586        -6335731.558
      2458380.352904       191070174.031       -78505599.008        -6333450.533
      2458380.452904       191157595.489       -78294027.310        -6331162.399
      2458380.552904       191244802.393       -78082367.731        -6328867.159
      2458380.652904       191331794.648       -77870620.507        -6326564.815
      2458380.752904       191418572.157       -77658785.879        -6324255.371
      2458380.852904       191505134.825       -77446864.084        -6321938.828
      2458380.952904       191591482.556       -77234855.360        -6319615.189
      2458381.052904       191677615.257       -77022759.948        -6317284.457
      2458381.152904       191763532.831       -76810578.084        -6314946.635
      2458381.252904       191849235.184       -76598310.010        -6312601.726
      2458381.352904       191934722.224       -76385955.962        -6310249.731
      2458381.452904       192019993.855       -76173516.181        -6307890.655
      2458381.552904       192105049.984       -75960990.907        -6305524.499
      2458381.652904       192189890.519       -75748380.377        -6303151.266
      2458381.752904       192274515.366       -75535684.833        -6300770.959
      2458381.852904       192358924.433       -75322904.514        -6298383.581
      2458381.952904       192443117.629       -75110039.658        -6295989.134
      2458382.052904       192527094.860       -74897090.508        -6293587.622
      2458382.152904       192610856.035       -74684057.301        -6291179.047
      2458382.252904       192694401.064       -74470940.280        -6288763.412
      2458382.352904       192777729.855       -74257739.683        -6286340.719
      2458382.452904       192860842.318       -74044455.751        -6283910.972
      2458382.552904       192943738.363       -73831088.724        -6281474.173
      2458382.652904       193026417.898       -73617638.844        -6279030.325
      2458382.752904       193108880.836       -73404106.351        -6276579.432
      2458382.852904       193191127.086       -73190491.486        -6274121.495
      2458382.952904       193273156.559       -72976794.489        -6271656.518
      2458383.052904       193354969.167       -72763015.602        -6269184.503
      2458383.152904       193436564.821       -72549155.065        -6266705.454
      2458383.252904       193517943.433       -72335213.121        -6264219.374
      2458383.352904       193599104.916       -72121190.010        -6261726.264
      2458383.452904       193680049.181       -71907085.974        -6259226.129
      2458383.552904       193760776.143       -71692901.255        -6256718.971
      2458383.652904       193841285.713       -71478636.094        -6254204.793
      2458383.752904       193921577.805       -71264290.732        -6251683.598
      2458383.852904       194001652.334       -71049865.413        -6249155.389
      2458383.952904       194081509.213       -70835360.377        -6246620.169
      2458384.052904       194161148.357       -70620775.868        -6244077.940
      2458384.152904       194240569.680       -70406112.126        -6241528.707
      2458384.252904       194319773.098       -70191369.396        -6238972.471
      2458384.352904       194398758.525       -69976547.918        -6236409.237
      2458384.452904       194477525.878       -69761647.935        -6233839.006
      2458384.552904       194556075.073       -69546669.691        -6231261.782
      2458384.652904       194634406.025       -69331613.428        -6228677.568
      2458384.752904       194712518.652       -69116479.388        -6226086.367
      2458384.852904       194790412.871       -68901267.815        -6223488.182
      2458384.952904       194868088.598       -68685978.952        -6220883.016
