CMBODY             =                            3
CMBODY_RADIUS      =                     6378.137  KM
GRAPH CBF          =                            F
   JULIAN DATE (day)              X (km)              Y (km)              Z (km)
      2458332.952904        97291754.059      -116543538.876            5038.127
      2458333.052904        97485030.898      -116379496.738            5033.606
      2458333.152904        97678034.012      -116215124.530            5028.868
      2458333.252904        97870762.837      -116050422.652            5023.910
      2458333.352904        98063216.807      -115885391.508            5018.731
      2458333.452904        98255395.357      -115720031.499            5013.328
      2458333.552904        98447297.923      -115554343.031            5007.700
      2458333.652904        98638923.937      -115388326.508            5001.844
      2458333.752904        98830272.834      -115221982.337            4995.759
      2458333.852904        99021344.046      -115055310.924            4989.443
      2458333.952904        99212137.007      -114888312.677            4982.895
      2458334.052904        99402651.149      -114720988.005            4976.112
      2458334.152904        99592885.903      -114553337.318            4969.094
      2458334.252904        99782840.701      -114385361.027            4961.840
      2458334.352904        99972514.974      -114217059.545            4954.347
      2458334.452904       100161908.151      -114048433.283            4946.615
      2458334.552904       100351019.663      -113879482.657            4938.643
      2458334.652904       100539848.939      -113710208.083            4930.430
      2458334.752904       100728395.408      -113540609.976            4921.976
      2458334.852904       100916658.498      -113370688.754            4913.278
      2458334.952904       101104637.637      -113200444.836            4904.338
      2458335.052904       101292332.252      -113029878.644            4895.154
      2458335.152904       101479741.769      -112858990.598            4885.726
      2458335.252904       101666865.616      -112687781.121            4876.054
      2458335.352904       101853703.217      -112516250.637            4866.138
      2458335.452904       102040253.998      -112344399.573            4855.977
      2458335.552904       102226517.382      -112172228.355            4845.573
      2458335.652904       102412492.795      -111999737.412            4834.924
      2458335.752904       102598179.659      -111826927.173            4824.032
      2458335.852904       102783577.397      -111653798.071            4812.898
      2458335.952904       102968685.431      -111480350.538            4801.521
      2458336.052904       103153503.184      -111306585.010            4789.902
      2458336.152904       103338030.076      -111132501.922            4778.043
      2458336.252904       103522265.528      -110958101.712            4765.945
      2458336.352904       103706208.960      -110783384.821            4753.608
      2458336.452904       103889859.791      -110608351.690            4741.035
      2458336.552904       104073217.441      -110433002.763            4728.226
      2458336.652904       104256281.328      -110257338.483            4715.183
      2458336.752904       104439050.871      -110081359.300            4701.909
      2458336.852904       104621525.486      -109905065.661            4688.405
      2458336.952904       104803704.591      -109728458.018            4674.673
      2458337.052904       104985587.602      -109551536.824            4660.715
      2458337.152904       105167173.937      -109374302.533            4646.534
      2458337.252904       105348463.009      -109196755.604            4632.133
      2458337.352904       105529454.236      -109018896.496            4617.514
      2458337.452904       105710147.032      -108840725.670            4602.680
      2458337.552904       105890540.812      -108662243.591            4587.634
      2458337.652904       106070634.989      -108483450.724            4572.379
      2458337.752904       106250428.980      -108304347.538            4556.919
      2458337.852904       106429922.196      -108124934.505            4541.257
      2458337.952904       106609114.053      -107945212.098            4525.396
      2458338.052904       106788003.964      -107765180.792            4509.342
      2458338.152904       106966591.342      -107584841.066            4493.097
      2458338.252904       107144875.600      -107404193.402            4476.666
      2458338.352904       107322856.153      -107223238.283            4460.053
      2458338.452904       107500532.414      -107041976.195            4443.262
      2458338.552904       107677903.796      -106860407.628            4426.298
      2458338.652904       107854969.713      -106678533.074            4409.167
      2458338.752904       108031729.578      -106496353.026            4391.872
      2458338.852904       108208182.807      -106313867.983            4374.419
      2458338.952904       108384328.814      -106131078.445            4356.812
      2458339.052904       108560167.013      -105947984.914            4339.058
      2458339.152904       108735696.819      -105764587.898            4321.162
      2458339.252904       108910917.650      -105580887.905            4303.129
      2458339.352904       109085828.921      -105396885.447            4284.965
      2458339.452904       109260430.049      -105212581.038            4266.675
      2458339.552904       109434720.452      -105027975.198            4248.267
      2458339.652904       109608699.549      -104843068.446            4229.745
      2458339.752904       109782366.760      -104657861.307            4211.116
      2458339.852904       109955721.505      -104472354.309            4192.387
      2458339.952904       110128763.206      -104286547.979            4173.563
      2458340.052904       110301491.286      -104100442.853            4154.651
      2458340.152904       110473905.168      -103914039.466            4135.658
      2458340.252904       110646004.279      -103727338.357            4116.591
      2458340.352904       110817788.044      -103540340.068            4097.455
      2458340.452904       110989255.891      -103353045.145            4078.258
      2458340.552904       111160407.252      -103165454.134            4059.007
      2458340.652904       111331241.556      -102977567.589            4039.708
      2458340.752904       111501758.237      -102789386.062            4020.368
      2458340.852904       111671956.730      -102600910.110            4000.995
      2458340.952904       111841836.472      -102412140.294            3981.595
      2458341.052904       112011396.901      -102223077.175            3962.176
      2458341.152904       112180637.458      -102033721.319            3942.743
      2458341.252904       112349557.586      -101844073.295            3923.306
      2458341.352904       112518156.729      -101654133.673            3903.869
      2458341.452904       112686434.335      -101463903.026            3884.441
      2458341.552904       112854389.854      -101273381.930            3865.029
      2458341.652904       113022022.737      -101082570.965            3845.639
      2458341.752904       113189332.439      -100891470.711            3826.278
      2458341.852904       113356318.416      -100700081.752            3806.954
      2458341.952904       113522980.128      -100508404.674            3787.672
      2458342.052904       113689317.037      -100316440.063            3768.441
      2458342.152904       113855328.608      -100124188.512            3749.266
      2458342.252904       114021014.308       -99931650.612            3730.154
      2458342.352904       114186373.607       -99738826.957            3711.112
      2458342.452904       114351405.978       -99545718.144            3692.147
      2458342.552904       114516110.897       -99352324.772            3673.264
      2458342.652904       114680487.841       -99158647.440            3654.470
      2458342.752904       114844536.294       -98964686.751            3635.771
      2458342.852904       115008255.739       -98770443.307            3617.174
      2458342.952904       115171645.663       -98575917.714            3598.684
      2458343.052904       115334705.556       -98381110.579            3580.307
      2458343.152904       115497434.912       -98186022.509            3562.049
      2458343.252904       115659833.227       -97990654.114            3543.915
      2458343.352904       115821900.000       -97795006.005            3525.911
      2458343.452904       115983634.732       -97599078.793            3508.042
      2458343.552904       116145036.929       -97402873.090            3490.313
      2458343.652904       116306106.099       -97206389.512            3472.730
      2458343.752904       116466841.753       -97009628.672            3455.297
      2458343.852904       116627243.404       -96812591.187            3438.019
      2458343.952904       116787310.570       -96615277.672            3420.900
      2458344.052904       116947042.769       -96417688.746            3403.946
      2458344.152904       117106439.524       -96219825.025            3387.159
      2458344.252904       117265500.361       -96021687.129            3370.544
      2458344.352904       117424224.808       -95823275.675            3354.106
      2458344.452904       117582612.395       -95624591.284            3337.847
      2458344.552904       117740662.657       -95425634.576            3321.772
      2458344.652904       117898375.130       -95226406.170            3305.884
      2458344.752904       118055749.353       -95026906.686            3290.185
      2458344.852904       118212784.868       -94827136.747            3274.680
      2458344.952904       118369481.220       -94627096.971            3259.371
      2458345.052904       118525837.954       -94426787.980            3244.261
      2458345.152904       118681854.622       -94226210.396            3229.352
      2458345.252904       118837530.775       -94025364.838            3214.647
      2458345.352904       118992865.967       -93824251.929            3200.148
      2458345.452904       119147859.756       -93622872.289            3185.857
      2458345.552904       119302511.700       -93421226.539            3171.776
      2458345.652904       119456821.362       -93219315.300            3157.907
      2458345.752904       119610788.306       -93017139.192            3144.252
      2458345.852904       119764412.097       -92814698.835            3130.811
      2458345.952904       119917692.304       -92611994.851            3117.587
      2458346.052904       120070628.498       -92409027.859            3104.580
      2458346.152904       120223220.251       -92205798.478            3091.792
      2458346.252904       120375467.138       -92002307.329            3079.223
      2458346.352904       120527368.736       -91798555.030            3066.874
      2458346.452904       120678924.623       -91594542.201            3054.745
      2458346.552904       120830134.380       -91390269.459            3042.838
      2458346.652904       120980997.590       -91185737.423            3031.152
      2458346.752904       121131513.837       -90980946.711            3019.687
      2458346.852904       121281682.707       -90775897.941            3008.444
      2458346.952904       121431503.789       -90570591.729            2997.423
      2458347.052904       121580976.673       -90365028.693            2986.623
      2458347.152904       121730100.948       -90159209.448            2976.043
      2458347.252904       121878876.210       -89953134.611            2965.684
      2458347.352904       122027302.052       -89746804.798            2955.546
      2458347.452904       122175378.072       -89540220.623            2945.626
      2458347.552904       122323103.866       -89333382.701            2935.925
      2458347.652904       122470479.035       -89126291.647            2926.441
      2458347.752904       122617503.179       -88918948.076            2917.174
      2458347.852904       122764175.901       -88711352.600            2908.122
      2458347.952904       122910496.804       -88503505.833            2899.284
      2458348.052904       123056465.494       -88295408.388            2890.660
      2458348.152904       123202081.578       -88087060.877            2882.246
      2458348.252904       123347344.664       -87878463.914            2874.043
      2458348.352904       123492254.360       -87669618.108            2866.048
      2458348.452904       123636810.278       -87460524.073            2858.259
      2458348.552904       123781012.030       -87251182.419            2850.676
      2458348.652904       123924859.228       -87041593.757            2843.296
      2458348.752904       124068351.487       -86831758.697            2836.116
      2458348.852904       124211488.422       -86621677.850            2829.136
      2458348.952904       124354269.651       -86411351.825            2822.353
      2458349.052904       124496694.791       -86200781.232            2815.764
      2458349.152904       124638763.462       -85989966.680            2809.368
      2458349.252904       124780475.283       -85778908.777            2803.163
      2458349.352904       124921829.876       -85567608.133            2797.145
      2458349.452904       125062826.863       -85356065.355            2791.313
      2458349.552904       125203465.869       -85144281.052            2785.663
      2458349.652904       125343746.517       -84932255.832            2780.194
      2458349.752904       125483668.433       -84719990.301            2774.903
      2458349.852904       125623231.243       -84507485.067            2769.787
      2458349.952904       125762434.576       -84294740.737            2764.843
      2458350.052904       125901278.061       -84081757.918            2760.068
      2458350.152904       126039761.326       -83868537.216            2755.460
      2458350.252904       126177884.002       -83655079.237            2751.015
      2458350.352904       126315645.722       -83441384.588            2746.731
      2458350.452904       126453046.117       -83227453.874            2742.604
      2458350.552904       126590084.822       -83013287.701            2738.632
      2458350.652904       126726761.470       -82798886.674            2734.812
      2458350.752904       126863075.697       -82584251.399            2731.139
      2458350.852904       126999027.139       -82369382.480            2727.612
      2458350.952904       127134615.435       -82154280.523            2724.226
      2458351.052904       127269840.220       -81938946.131            2720.979
      2458351.152904       127404701.136       -81723379.910            2717.866
      2458351.252904       127539197.821       -81507582.464            2714.885
      2458351.352904       127673329.916       -81291554.397            2712.033
      2458351.452904       127807097.063       -81075296.312            2709.305
      2458351.552904       127940498.905       -80858808.815            2706.698
      2458351.652904       128073535.084       -80642092.507            2704.208
      2458351.752904       128206205.245       -80425147.994            2701.833
      2458351.852904       128338509.032       -80207975.878            2699.568
      2458351.952904       128470446.092       -79990576.762            2697.410
      2458352.052904       128602016.071       -79772951.250            2695.355
      2458352.152904       128733218.617       -79555099.945            2693.399
      2458352.252904       128864053.377       -79337023.449            2691.539
      2458352.352904       128994520.000       -79118722.365            2689.771
      2458352.452904       129124618.137       -78900197.296            2688.090
      2458352.552904       129254347.437       -78681448.844            2686.494
      2458352.652904       129383707.552       -78462477.612            2684.978
      2458352.752904       129512698.135       -78243284.201            2683.538
      2458352.852904       129641318.836       -78023869.214            2682.171
      2458352.952904       129769569.311       -77804233.253            2680.872
      2458353.052904       129897449.214       -77584376.920            2679.637
      2458353.152904       130024958.198       -77364300.816            2678.463
      2458353.252904       130152095.921       -77144005.544            2677.346
      2458353.352904       130278862.038       -76923491.704            2676.281
      2458353.452904       130405256.205       -76702759.898            2675.264
      2458353.552904       130531278.082       -76481810.728            2674.292
      2458353.652904       130656927.326       -76260644.794            2673.360
      2458353.752904       130782203.596       -76039262.699            2672.464
      2458353.852904       130907106.552       -75817665.042            2671.601
      2458353.952904       131031635.854       -75595852.426            2670.765
      2458354.052904       131155791.163       -75373825.450            2669.952
      2458354.152904       131279572.140       -75151584.716            2669.160
      2458354.252904       131402978.449       -74929130.824            2668.383
      2458354.352904       131526009.751       -74706464.375            2667.617
      2458354.452904       131648665.709       -74483585.970            2666.858
      2458354.552904       131770945.989       -74260496.209            2666.101
      2458354.652904       131892850.254       -74037195.692            2665.344
      2458354.752904       132014378.169       -73813685.019            2664.581
      2458354.852904       132135529.400       -73589964.792            2663.808
      2458354.952904       132256303.613       -73366035.609            2663.021
      2458355.052904       132376700.475       -73141898.072            2662.216
      2458355.152904       132496719.652       -72917552.781            2661.388
      2458355.252904       132616360.814       -72693000.334            2660.533
      2458355.352904       132735623.626       -72468241.333            2659.648
      2458355.452904       132854507.759       -72243276.377            2658.728
      2458355.552904       132973012.881       -72018106.066            2657.768
      2458355.652904       133091138.662       -71792730.999            2656.764
      2458355.752904       133208884.772       -71567151.778            2655.713
      2458355.852904       133326250.881       -71341369.001            2654.610
      2458355.952904       133443236.661       -71115383.268            2653.451
      2458356.052904       133559841.781       -70889195.180            2652.232
      2458356.152904       133676065.914       -70662805.335            2650.948
      2458356.252904       133791908.732       -70436214.333            2649.596
      2458356.352904       133907369.908       -70209422.775            2648.171
      2458356.452904       134022449.113       -69982431.260            2646.669
      2458356.552904       134137146.021       -69755240.387            2645.086
      2458356.652904       134251460.306       -69527850.758            2643.418
      2458356.752904       134365391.640       -69300262.970            2641.661
      2458356.852904       134478939.699       -69072477.626            2639.812
      2458356.952904       134592104.156       -68844495.323            2637.865
      2458357.052904       134704884.686       -68616316.663            2635.817
      2458357.152904       134817280.963       -68387942.246            2633.665
      2458357.252904       134929292.664       -68159372.671            2631.403
      2458357.352904       135040919.462       -67930608.539            2629.029
      2458357.452904       135152161.034       -67701650.451            2626.538
      2458357.552904       135263017.056       -67472499.007            2623.927
      2458357.652904       135373487.203       -67243154.807            2621.192
      2458357.752904       135483571.152       -67013618.453            2618.328
      2458357.852904       135593268.579       -66783890.544            2615.334
      2458357.952904       135702579.160       -66553971.684            2612.204
      2458358.052904       135811502.573       -66323862.471            2608.935
      2458358.152904       135920038.494       -66093563.509            2605.524
      2458358.252904       136028186.600       -65863075.399            2601.967
      2458358.352904       136135946.569       -65632398.743            2598.260
      2458358.452904       136243318.077       -65401534.142            2594.401
      2458358.552904       136350300.801       -65170482.199            2590.385
      2458358.652904       136456894.421       -64939243.518            2586.210
      2458358.752904       136563098.612       -64707818.699            2581.873
      2458358.852904       136668913.053       -64476208.348            2577.369
      2458358.952904       136774337.421       -64244413.067            2572.696
      2458359.052904       136879371.394       -64012433.461            2567.851
      2458359.152904       136984014.650       -63780270.132            2562.831
      2458359.252904       137088266.867       -63547923.687            2557.632
      2458359.352904       137192127.722       -63315394.729            2552.253
      2458359.452904       137295596.894       -63082683.865            2546.689
      2458359.552904       137398674.060       -62849791.699            2540.939
      2458359.652904       137501358.898       -62616718.838            2535.000
      2458359.752904       137603651.087       -62383465.888            2528.868
      2458359.852904       137705550.305       -62150033.457            2522.542
      2458359.952904       137807056.228       -61916422.151            2516.019
      2458360.052904       137908168.536       -61682632.580            2509.297
      2458360.152904       138008886.906       -61448665.350            2502.373
      2458360.252904       138109211.016       -61214521.072            2495.245
      2458360.352904       138209140.543       -60980200.355            2487.911
      2458360.452904       138308675.167       -60745703.810            2480.369
      2458360.552904       138407814.563       -60511032.046            2472.617
      2458360.652904       138506558.411       -60276185.675            2464.653
      2458360.752904       138604906.387       -60041165.310            2456.475
      2458360.852904       138702858.170       -59805971.562            2448.081
      2458360.952904       138800413.437       -59570605.046            2439.470
      2458361.052904       138897571.865       -59335066.375            2430.641
      2458361.152904       138994333.131       -59099356.165            2421.591
      2458361.252904       139090696.914       -58863475.030            2412.320
      2458361.352904       139186662.890       -58627423.587            2402.827
      2458361.452904       139282230.736       -58391202.454            2393.109
      2458361.552904       139377400.130       -58154812.247            2383.166
      2458361.652904       139472170.749       -57918253.586            2372.998
      2458361.752904       139566542.269       -57681527.090            2362.603
      2458361.852904       139660514.368       -57444633.380            2351.980
      2458361.952904       139754086.722       -57207573.078            2341.130
      2458362.052904       139847259.008       -56970346.805            2330.051
      2458362.152904       139940030.902       -56732955.184            2318.743
      2458362.252904       140032402.081       -56495398.841            2307.205
      2458362.352904       140124372.222       -56257678.401            2295.438
      2458362.452904       140215941.001       -56019794.489            2283.442
      2458362.552904       140307108.094       -55781747.734            2271.216
      2458362.652904       140397873.178       -55543538.763            2258.760
      2458362.752904       140488235.928       -55305168.207            2246.076
      2458362.852904       140578196.021       -55066636.696            2233.163
      2458362.952904       140667753.134       -54827944.861            2220.021
      2458363.052904       140756906.941       -54589093.338            2206.652
      2458363.152904       140845657.119       -54350082.758            2193.056
      2458363.252904       140934003.344       -54110913.759            2179.235
      2458363.352904       141021945.292       -53871586.977            2165.188
      2458363.452904       141109482.639       -53632103.051            2150.918
      2458363.552904       141196615.061       -53392462.620            2136.425
      2458363.652904       141283342.233       -53152666.324            2121.710
      2458363.752904       141369663.832       -52912714.807            2106.777
      2458363.852904       141455579.533       -52672608.713            2091.625
      2458363.952904       141541089.013       -52432348.686            2076.257
      2458364.052904       141626191.948       -52191935.374            2060.674
      2458364.152904       141710888.013       -51951369.425            2044.879
      2458364.252904       141795176.886       -51710651.488            2028.874
      2458364.352904       141879058.242       -51469782.216            2012.661
      2458364.452904       141962531.757       -51228762.261            1996.243
      2458364.552904       142045597.109       -50987592.279            1979.621
      2458364.652904       142128253.974       -50746272.926            1962.800
      2458364.752904       142210502.028       -50504804.860            1945.781
      2458364.852904       142292340.950       -50263188.742            1928.568
      2458364.952904       142373770.417       -50021425.233            1911.163
      2458365.052904       142454790.106       -49779514.997            1893.570
      2458365.152904       142535399.694       -49537458.699            1875.792
      2458365.252904       142615598.862       -49295257.008            1857.833
      2458365.352904       142695387.286       -49052910.591            1839.697
      2458365.452904       142774764.646       -48810420.122            1821.386
      2458365.552904       142853730.621       -48567786.273            1802.906
      2458365.652904       142932284.891       -48325009.719            1784.259
      2458365.752904       143010427.137       -48082091.138            1765.451
      2458365.852904       143088157.039       -47839031.210            1746.485
      2458365.952904       143165474.279       -47595830.615            1727.366
      2458366.052904       143242378.539       -47352490.039            1708.098
      2458366.152904       143318869.501       -47109010.166            1688.686
      2458366.252904       143394946.849       -46865391.685            1669.135
      2458366.352904       143470610.267       -46621635.286            1649.449
      2458366.452904       143545859.440       -46377741.663            1629.634
      2458366.552904       143620694.054       -46133711.509            1609.695
      2458366.652904       143695113.795       -45889545.522            1589.637
      2458366.752904       143769118.351       -45645244.401            1569.465
      2458366.852904       143842707.410       -45400808.848            1549.185
      2458366.952904       143915880.663       -45156239.568            1528.802
      2458367.052904       143988637.800       -44911537.266            1508.322
      2458367.152904       144060978.512       -44666702.652            1487.751
      2458367.252904       144132902.494       -44421736.437            1467.094
      2458367.352904       144204409.440       -44176639.334            1446.358
      2458367.452904       144275499.045       -43931412.059            1425.548
      2458367.552904       144346171.007       -43686055.331            1404.670
      2458367.652904       144416425.025       -43440569.871            1383.731
      2458367.752904       144486260.799       -43194956.402            1362.737
      2458367.852904       144555678.031       -42949215.649            1341.694
      2458367.952904       144624676.425       -42703348.340            1320.609
      2458368.052904       144693255.685       -42457355.206            1299.487
      2458368.152904       144761415.520       -42211236.979            1278.336
      2458368.252904       144829155.639       -41964994.394            1257.162
      2458368.352904       144896475.752       -41718628.190            1235.971
      2458368.452904       144963375.573       -41472139.105            1214.769
      2458368.552904       145029854.817       -41225527.881            1193.565
      2458368.652904       145095913.202       -40978795.263            1172.363
      2458368.752904       145161550.446       -40731941.998            1151.171
      2458368.852904       145226766.273       -40484968.833            1129.995
      2458368.952904       145291560.405       -40237876.519            1108.842
      2458369.052904       145355932.571       -39990665.811            1087.719
      2458369.152904       145419882.499       -39743337.461            1066.632
      2458369.252904       145483409.921       -39495892.229            1045.587
      2458369.352904       145546514.571       -39248330.872            1024.592
      2458369.452904       145609196.186       -39000654.151            1003.652
      2458369.552904       145671454.507       -38752862.831             982.774
      2458369.652904       145733289.275       -38504957.674             961.965
      2458369.752904       145794700.236       -38256939.447             941.231
      2458369.852904       145855687.138       -38008808.920             920.577
      2458369.952904       145916249.733       -37760566.860             900.012
      2458370.052904       145976387.773       -37512214.041             879.539
      2458370.152904       146036101.018       -37263751.234             859.167
      2458370.252904       146095389.225       -37015179.214             838.900
      2458370.352904       146154252.160       -36766498.756             818.744
      2458370.452904       146212689.587       -36517710.638             798.706
      2458370.552904       146270701.277       -36268815.638             778.791
      2458370.652904       146328287.003       -36019814.536             759.004
      2458370.752904       146385446.538       -35770708.110             739.351
      2458370.852904       146442179.664       -35521497.144             719.837
      2458370.952904       146498486.162       -35272182.419             700.468
      2458371.052904       146554365.817       -35022764.719             681.248
      2458371.152904       146609818.418       -34773244.827             662.183
      2458371.252904       146664843.756       -34523623.529             643.277
      2458371.352904       146719441.628       -34273901.609             624.535
      2458371.452904       146773611.831       -34024079.854             605.962
      2458371.552904       146827354.166       -33774159.050             587.561
      2458371.652904       146880668.439       -33524139.983             569.337
      2458371.752904       146933554.458       -33274023.441             551.294
      2458371.852904       146986012.033       -33023810.211             533.437
      2458371.952904       147038040.979       -32773501.081             515.768
      2458372.052904       147089641.113       -32523096.838             498.291
      2458372.152904       147140812.256       -32272598.270             481.010
      2458372.252904       147191554.232       -32022006.164             463.927
      2458372.352904       147241866.868       -31771321.308             447.047
      2458372.452904       147291749.992       -31520544.490             430.372
      2458372.552904       147341203.440       -31269676.497             413.904
      2458372.652904       147390227.045       -31018718.116             397.646
      2458372.752904       147438820.647       -30767670.134             381.601
      2458372.852904       147486984.087       -30516533.336             365.771
      2458372.952904       147534717.210       -30265308.509             350.157
      2458373.052904       147582019.864       -30013996.438             334.762
      2458373.152904       147628891.899       -29762597.909             319.588
      2458373.252904       147675333.167       -29511113.705             304.636
      2458373.352904       147721343.524       -29259544.610             289.907
      2458373.452904       147766922.828       -29007891.408             275.403
      2458373.552904       147812070.941       -28756154.880             261.125
      2458373.652904       147856787.725       -28504335.810             247.074
      2458373.752904       147901073.047       -28252434.977             233.250
      2458373.852904       147944926.774       -28000453.162             219.654
      2458373.952904       147988348.779       -27748391.144             206.287
      2458374.052904       148031338.933       -27496249.703             193.149
      2458374.152904       148073897.113       -27244029.616             180.239
      2458374.252904       148116023.196       -26991731.660             167.559
      2458374.352904       148157717.062       -26739356.611             155.108
      2458374.452904       148198978.593       -26486905.244             142.886
      2458374.552904       148239807.674       -26234378.334             130.892
      2458374.652904       148280204.192       -25981776.654             119.126
      2458374.752904       148320168.034       -25729100.976             107.587
      2458374.852904       148359699.091       -25476352.073              96.274
      2458374.952904       148398797.256       -25223530.714              85.188
      2458375.052904       148437462.422       -24970637.669              74.325
      2458375.152904       148475694.487       -24717673.708              63.686
      2458375.252904       148513493.348       -24464639.597              53.269
      2458375.352904       148550858.906       -24211536.104              43.073
      2458375.452904       148587791.061       -23958363.994              33.096
      2458375.552904       148624289.717       -23705124.033              23.337
      2458375.652904       148660354.780       -23451816.984              13.794
      2458375.752904       148695986.155       -23198443.611               4.465
      2458375.852904       148731183.752       -22945004.675              -4.651
      2458375.952904       148765947.480       -22691500.937             -13.557
      2458376.052904       148800277.251       -22437933.159             -22.254
      2458376.152904       148834172.978       -22184302.098             -30.745
      2458376.252904       148867634.575       -21930608.515             -39.032
      2458376.352904       148900661.958       -21676853.165             -47.117
      2458376.452904       148933255.045       -21423036.806             -55.003
      2458376.552904       148965413.754       -21169160.194             -62.692
      2458376.652904       148997138.006       -20915224.083             -70.186
      2458376.752904       149028427.722       -20661229.227             -77.489
      2458376.852904       149059282.825       -20407176.381             -84.603
      2458376.952904       149089703.239       -20153066.295             -91.530
      2458377.052904       149119688.891       -19898899.721             -98.273
      2458377.152904       149149239.706       -19644677.410            -104.836
      2458377.252904       149178355.613       -19390400.113            -111.221
      2458377.352904       149207036.541       -19136068.577            -117.431
      2458377.452904       149235282.421       -18881683.552            -123.469
      2458377.552904       149263093.184       -18627245.785            -129.339
      2458377.652904       149290468.763       -18372756.022            -135.043
      2458377.752904       149317409.093       -18118215.010            -140.584
      2458377.852904       149343914.108       -17863623.494            -145.967
      2458377.952904       149369983.746       -17608982.219            -151.193
      2458378.052904       149395617.943       -17354291.928            -156.267
      2458378.152904       149420816.638       -17099553.364            -161.191
      2458378.252904       149445579.771       -16844767.270            -165.970
      2458378.352904       149469907.284       -16589934.388            -170.606
      2458378.452904       149493799.117       -16335055.458            -175.104
      2458378.552904       149517255.214       -16080131.222            -179.466
      2458378.652904       149540275.519       -15825162.418            -183.696
      2458378.752904       149562859.977       -15570149.786            -187.798
      2458378.852904       149585008.535       -15315094.065            -191.775
      2458378.952904       149606721.139       -15059995.991            -195.631
      2458379.052904       149627997.738       -14804856.303            -199.370
      2458379.152904       149648838.282       -14549675.736            -202.996
      2458379.252904       149669242.720       -14294455.028            -206.511
      2458379.352904       149689211.004       -14039194.912            -209.921
      2458379.452904       149708743.087       -13783896.124            -213.228
      2458379.552904       149727838.921       -13528559.398            -216.436
      2458379.652904       149746498.461       -13273185.467            -219.550
      2458379.752904       149764721.663       -13017775.065            -222.573
      2458379.852904       149782508.482       -12762328.924            -225.509
      2458379.952904       149799858.876       -12506847.775            -228.362
      2458380.052904       149816772.804       -12251332.350            -231.136
      2458380.152904       149833250.223       -11995783.379            -233.834
      2458380.252904       149849291.095       -11740201.593            -236.462
      2458380.352904       149864895.381       -11484587.722            -239.022
      2458380.452904       149880063.042       -11228942.493            -241.519
      2458380.552904       149894794.042       -10973266.636            -243.956
      2458380.652904       149909088.345       -10717560.878            -246.338
      2458380.752904       149922945.915       -10461825.947            -248.669
      2458380.852904       149936366.717       -10206062.570            -250.953
      2458380.952904       149949350.720        -9950271.473            -253.194
      2458381.052904       149961897.889        -9694453.381            -255.395
      2458381.152904       149974008.195        -9438609.020            -257.562
      2458381.252904       149985681.605        -9182739.115            -259.697
      2458381.352904       149996918.090        -8926844.389            -261.806
      2458381.452904       150007717.622        -8670925.566            -263.892
      2458381.552904       150018080.171        -8414983.369            -265.959
      2458381.652904       150028005.712        -8159018.521            -268.012
      2458381.752904       150037494.217        -7903031.744            -270.055
      2458381.852904       150046545.660        -7647023.759            -272.091
      2458381.952904       150055160.019        -7390995.286            -274.125
      2458382.052904       150063337.267        -7134947.048            -276.162
      2458382.152904       150071077.383        -6878879.762            -278.204
      2458382.252904       150078380.344        -6622794.149            -280.257
      2458382.352904       150085246.128        -6366690.927            -282.324
      2458382.452904       150091674.715        -6110570.816            -284.410
      2458382.552904       150097666.085        -5854434.531            -286.518
      2458382.652904       150103220.218        -5598282.792            -288.653
      2458382.752904       150108337.097        -5342116.313            -290.819
      2458382.852904       150113016.704        -5085935.813            -293.021
      2458382.952904       150117259.020        -4829742.006            -295.261
      2458383.052904       150121064.032        -4573535.607            -297.545
      2458383.152904       150124431.722        -4317317.332            -299.876
      2458383.252904       150127362.076        -4061087.894            -302.259
      2458383.352904       150129855.079        -3804848.007            -304.697
      2458383.452904       150131910.719        -3548598.384            -307.195
      2458383.552904       150133528.982        -3292339.738            -309.757
      2458383.652904       150134709.857        -3036072.781            -312.386
      2458383.752904       150135453.331        -2779798.224            -315.087
      2458383.852904       150135759.393        -2523516.780            -317.864
      2458383.952904       150135628.033        -2267229.157            -320.721
      2458384.052904       150135059.242        -2010936.068            -323.661
      2458384.152904       150134053.010        -1754638.221            -326.689
      2458384.252904       150132609.328        -1498336.325            -329.808
      2458384.352904       150130728.188        -1242031.090            -333.023
      2458384.452904       150128409.583         -985723.223            -336.337
      2458384.552904       150125653.505         -729413.434            -339.755
      2458384.652904       150122459.948         -473102.428            -343.279
      2458384.752904       150118828.905         -216790.914            -346.914
      2458384.852904       150114760.371           39520.403            -350.663
      2458384.952904       150110254.341          295830.816            -354.531
      2458385.052904       150105310.810          552139.619            -358.520
      2458385.152904       150099929.774          808446.107            -362.635
      2458385.252904       150094111.227         1064749.576            -366.878
      2458385.352904       150087855.168         1321049.319            -371.255
      2458385.452904       150081161.592         1577344.633            -375.767
      2458385.552904       150074030.497         1833634.815            -380.419
      2458385.652904       150066461.880         2089919.160            -385.213
      2458385.752904       150058455.738         2346196.965            -390.154
      2458385.852904       150050012.071         2602467.528            -395.245
      2458385.952904       150041130.877         2858730.145            -400.488
      2458386.052904       150031812.153         3114984.115            -405.887
      2458386.152904       150022055.900         3371228.734            -411.445
      2458386.252904       150011862.115         3627463.302            -417.165
      2458386.352904       150001230.800         3883687.116            -423.051
      2458386.452904       149990161.952         4139899.475            -429.104
      2458386.552904       149978655.573         4396099.678            -435.329
      2458386.652904       149966711.662         4652287.024            -441.727
