CMBODY             =                            3
CMBODY_RADIUS      =                     6378.137  KM
GRAPH CBF          =                            F
   JULIAN DATE (day)              X (km)              Y (km)              Z (km)
      2458469.052904        14700220.754       146487015.747           -6317.526
      2458469.152904        14439930.516       146511424.727           -6315.119
      2458469.252904        14179597.765       146535379.124           -6312.894
      2458469.352904        13919223.307       146558878.903           -6310.854
      2458469.452904        13658807.946       146581924.027           -6308.999
      2458469.552904        13398352.486       146604514.464           -6307.331
      2458469.652904        13137857.729       146626650.182           -6305.854
      2458469.752904        12877324.479       146648331.151           -6304.567
      2458469.852904        12616753.535       146669557.343           -6303.473
      2458469.952904        12356145.699       146690328.731           -6302.573
      2458470.052904        12095501.769       146710645.289           -6301.869
      2458470.152904        11834822.543       146730506.996           -6301.362
      2458470.252904        11574108.819       146749913.828           -6301.054
      2458470.352904        11313361.392       146768865.766           -6300.945
      2458470.452904        11052581.058       146787362.791           -6301.036
      2458470.552904        10791768.612       146805404.885           -6301.329
      2458470.652904        10530924.845       146822992.033           -6301.825
      2458470.752904        10270050.549       146840124.220           -6302.524
      2458470.852904        10009146.516       146856801.433           -6303.426
      2458470.952904         9748213.535       146873023.662           -6304.533
      2458471.052904         9487252.395       146888790.895           -6305.845
      2458471.152904         9226263.882       146904103.124           -6307.362
      2458471.252904         8965248.782       146918960.342           -6309.085
      2458471.352904         8704207.881       146933362.542           -6311.012
      2458471.452904         8443141.962       146947309.719           -6313.146
      2458471.552904         8182051.808       146960801.870           -6315.484
      2458471.652904         7920938.199       146973838.991           -6318.028
      2458471.752904         7659801.915       146986421.081           -6320.775
      2458471.852904         7398643.735       146998548.141           -6323.727
      2458471.952904         7137464.436       147010220.169           -6326.883
      2458472.052904         6876264.793       147021437.168           -6330.240
      2458472.152904         6615045.583       147032199.141           -6333.799
      2458472.252904         6353807.577       147042506.090           -6337.559
      2458472.352904         6092551.548       147052358.020           -6341.517
      2458472.452904         5831278.266       147061754.936           -6345.674
      2458472.552904         5569988.502       147070696.844           -6350.026
      2458472.652904         5308683.022       147079183.749           -6354.573
      2458472.752904         5047362.594       147087215.660           -6359.313
      2458472.852904         4786027.983       147094792.584           -6364.243
      2458472.952904         4524679.953       147101914.529           -6369.361
      2458473.052904         4263319.267       147108581.504           -6374.666
      2458473.152904         4001946.686       147114793.518           -6380.154
      2458473.252904         3740562.972       147120550.581           -6385.824
      2458473.352904         3479168.882       147125852.702           -6391.672
      2458473.452904         3217765.174       147130699.892           -6397.695
      2458473.552904         2956352.606       147135092.162           -6403.890
      2458473.652904         2694931.933       147139029.521           -6410.254
      2458473.752904         2433503.908       147142511.980           -6416.784
      2458473.852904         2172069.285       147145539.550           -6423.476
      2458473.952904         1910628.817       147148112.243           -6430.326
      2458474.052904         1649183.254       147150230.068           -6437.330
      2458474.152904         1387733.346       147151893.036           -6444.485
      2458474.252904         1126279.842       147153101.158           -6451.786
      2458474.352904          864823.491       147153854.445           -6459.228
      2458474.452904          603365.040       147154152.905           -6466.808
      2458474.552904          341905.235       147153996.549           -6474.521
      2458474.652904           80444.822       147153385.387           -6482.362
      2458474.752904         -181015.455       147152319.428           -6490.325
      2458474.852904         -442474.850       147150798.680           -6498.407
      2458474.952904         -703932.621       147148823.151           -6506.601
      2458475.052904         -965388.024       147146392.850           -6514.903
      2458475.152904        -1226840.316       147143507.784           -6523.307
      2458475.252904        -1488288.755       147140167.960           -6531.808
      2458475.352904        -1749732.599       147136373.384           -6540.399
      2458475.452904        -2011171.107       147132124.061           -6549.075
      2458475.552904        -2272603.538       147127419.998           -6557.830
      2458475.652904        -2534029.149       147122261.197           -6566.659
      2458475.752904        -2795447.200       147116647.665           -6575.554
      2458475.852904        -3056856.949       147110579.402           -6584.511
      2458475.952904        -3318257.656       147104056.413           -6593.522
      2458476.052904        -3579648.578       147097078.699           -6602.581
      2458476.152904        -3841028.975       147089646.262           -6611.683
      2458476.252904        -4102398.104       147081759.103           -6620.819
      2458476.352904        -4363755.222       147073417.221           -6629.985
      2458476.452904        -4625099.588       147064620.616           -6639.173
      2458476.552904        -4886430.458       147055369.287           -6648.377
      2458476.652904        -5147747.087       147045663.233           -6657.589
      2458476.752904        -5409048.732       147035502.451           -6666.804
      2458476.852904        -5670334.647       147024886.938           -6676.015
      2458476.952904        -5931604.086       147013816.692           -6685.215
      2458477.052904        -6192856.302       147002291.708           -6694.397
      2458477.152904        -6454090.548       146990311.983           -6703.554
      2458477.252904        -6715306.074       146977877.512           -6712.680
      2458477.352904        -6976502.130       146964988.291           -6721.768
      2458477.452904        -7237677.966       146951644.313           -6730.812
      2458477.552904        -7498832.829       146937845.574           -6739.804
      2458477.652904        -7759965.966       146923592.068           -6748.738
      2458477.752904        -8021076.623       146908883.789           -6757.607
      2458477.852904        -8282164.042       146893720.732           -6766.406
      2458477.952904        -8543227.467       146878102.890           -6775.127
      2458478.052904        -8804266.140       146862030.257           -6783.763
      2458478.152904        -9065279.298       146845502.827           -6792.310
      2458478.252904        -9326266.182       146828520.596           -6800.759
      2458478.352904        -9587226.027       146811083.556           -6809.106
      2458478.452904        -9848158.069       146793191.702           -6817.343
      2458478.552904       -10109061.541       146774845.030           -6825.466
      2458478.652904       -10369935.675       146756043.534           -6833.467
      2458478.752904       -10630779.701       146736787.211           -6841.341
      2458478.852904       -10891592.848       146717076.056           -6849.083
      2458478.952904       -11152374.343       146696910.067           -6856.686
      2458479.052904       -11413123.411       146676289.240           -6864.145
      2458479.152904       -11673839.275       146655213.573           -6871.454
      2458479.252904       -11934521.157       146633683.065           -6878.609
      2458479.352904       -12195168.277       146611697.716           -6885.604
      2458479.452904       -12455779.854       146589257.527           -6892.434
      2458479.552904       -12716355.103       146566362.498           -6899.095
      2458479.652904       -12976893.240       146543012.631           -6905.580
      2458479.752904       -13237393.477       146519207.931           -6911.886
      2458479.852904       -13497855.027       146494948.402           -6918.008
      2458479.952904       -13758277.098       146470234.049           -6923.942
      2458480.052904       -14018658.898       146445064.880           -6929.683
      2458480.152904       -14278999.634       146419440.901           -6935.227
      2458480.252904       -14539298.510       146393362.124           -6940.571
      2458480.352904       -14799554.729       146366828.559           -6945.710
      2458480.452904       -15059767.492       146339840.219           -6950.641
      2458480.552904       -15319935.998       146312397.116           -6955.361
      2458480.652904       -15580059.446       146284499.267           -6959.865
      2458480.752904       -15840137.031       146256146.689           -6964.150
      2458480.852904       -16100167.949       146227339.401           -6968.214
      2458480.952904       -16360151.392       146198077.422           -6972.054
      2458481.052904       -16620086.553       146168360.775           -6975.667
      2458481.152904       -16879972.620       146138189.484           -6979.049
      2458481.252904       -17139808.784       146107563.575           -6982.200
      2458481.352904       -17399594.231       146076483.074           -6985.115
      2458481.452904       -17659328.147       146044948.012           -6987.793
      2458481.552904       -17919009.716       146012958.420           -6990.233
      2458481.652904       -18178638.121       145980514.332           -6992.431
      2458481.752904       -18438212.545       145947615.782           -6994.387
      2458481.852904       -18697732.167       145914262.809           -6996.099
      2458481.952904       -18957196.167       145880455.451           -6997.564
      2458482.052904       -19216603.722       145846193.751           -6998.783
      2458482.152904       -19475954.010       145811477.752           -6999.753
      2458482.252904       -19735246.205       145776307.500           -7000.473
      2458482.352904       -19994479.483       145740683.042           -7000.943
      2458482.452904       -20253653.016       145704604.430           -7001.163
      2458482.552904       -20512765.977       145668071.716           -7001.130
      2458482.652904       -20771817.536       145631084.955           -7000.845
      2458482.752904       -21030806.865       145593644.203           -7000.307
      2458482.852904       -21289733.132       145555749.520           -6999.516
      2458482.952904       -21548595.505       145517400.967           -6998.473
      2458483.052904       -21807393.152       145478598.609           -6997.176
      2458483.152904       -22066125.239       145439342.512           -6995.626
      2458483.252904       -22324790.932       145399632.745           -6993.824
      2458483.352904       -22583389.395       145359469.377           -6991.769
      2458483.452904       -22841919.793       145318852.484           -6989.463
      2458483.552904       -23100381.288       145277782.141           -6986.905
      2458483.652904       -23358773.044       145236258.426           -6984.097
      2458483.752904       -23617094.222       145194281.420           -6981.040
      2458483.852904       -23875343.983       145151851.206           -6977.733
      2458483.952904       -24133521.487       145108967.870           -6974.180
      2458484.052904       -24391625.895       145065631.499           -6970.380
      2458484.152904       -24649656.366       145021842.184           -6966.335
      2458484.252904       -24907612.059       144977600.019           -6962.046
      2458484.352904       -25165492.132       144932905.099           -6957.515
      2458484.452904       -25423295.743       144887757.521           -6952.744
      2458484.552904       -25681022.048       144842157.387           -6947.733
      2458484.652904       -25938670.206       144796104.799           -6942.486
      2458484.752904       -26196239.373       144749599.862           -6937.004
      2458484.852904       -26453728.705       144702642.686           -6931.289
      2458484.952904       -26711137.357       144655233.380           -6925.343
      2458485.052904       -26968464.485       144607372.058           -6919.168
      2458485.152904       -27225709.245       144559058.835           -6912.766
      2458485.252904       -27482870.792       144510293.830           -6906.141
      2458485.352904       -27739948.280       144461077.163           -6899.294
      2458485.452904       -27996940.863       144411408.957           -6892.227
      2458485.552904       -28253847.697       144361289.338           -6884.945
      2458485.652904       -28510667.935       144310718.435           -6877.448
      2458485.752904       -28767400.732       144259696.378           -6869.741
      2458485.852904       -29024045.242       144208223.301           -6861.825
      2458485.952904       -29280600.618       144156299.341           -6853.704
      2458486.052904       -29537066.015       144103924.634           -6845.381
      2458486.152904       -29793440.587       144051099.323           -6836.859
      2458486.252904       -30049723.487       143997823.551           -6828.140
      2458486.352904       -30305913.870       143944097.465           -6819.229
      2458486.452904       -30562010.889       143889921.213           -6810.129
      2458486.552904       -30818013.699       143835294.945           -6800.842
      2458486.652904       -31073921.454       143780218.817           -6791.373
      2458486.752904       -31329733.309       143724692.985           -6781.724
      2458486.852904       -31585448.417       143668717.606           -6771.900
      2458486.952904       -31841065.935       143612292.843           -6761.903
      2458487.052904       -32096585.016       143555418.860           -6751.738
      2458487.152904       -32352004.816       143498095.823           -6741.408
      2458487.252904       -32607324.490       143440323.901           -6730.917
      2458487.352904       -32862543.194       143382103.265           -6720.268
      2458487.452904       -33117660.085       143323434.090           -6709.466
      2458487.552904       -33372674.318       143264316.552           -6698.514
      2458487.652904       -33627585.050       143204750.829           -6687.416
      2458487.752904       -33882391.439       143144737.104           -6676.177
      2458487.852904       -34137092.642       143084275.561           -6664.800
      2458487.952904       -34391687.817       143023366.385           -6653.289
      2458488.052904       -34646176.122       142962009.765           -6641.648
      2458488.152904       -34900556.716       142900205.894           -6629.882
      2458488.252904       -35154828.759       142837954.965           -6617.994
      2458488.352904       -35408991.410       142775257.174           -6605.988
      2458488.452904       -35663043.829       142712112.719           -6593.870
      2458488.552904       -35916985.179       142648521.803           -6581.642
      2458488.652904       -36170814.619       142584484.628           -6569.310
      2458488.752904       -36424531.313       142520001.401           -6556.878
      2458488.852904       -36678134.423       142455072.329           -6544.349
      2458488.952904       -36931623.112       142389697.625           -6531.728
      2458489.052904       -37184996.544       142323877.500           -6519.020
      2458489.152904       -37438253.884       142257612.170           -6506.228
      2458489.252904       -37691394.298       142190901.854           -6493.358
      2458489.352904       -37944416.951       142123746.771           -6480.413
      2458489.452904       -38197321.010       142056147.144           -6467.397
      2458489.552904       -38450105.643       141988103.199           -6454.316
      2458489.652904       -38702770.017       141919615.161           -6441.174
      2458489.752904       -38955313.303       141850683.262           -6427.974
      2458489.852904       -39207734.669       141781307.732           -6414.721
      2458489.952904       -39460033.287       141711488.806           -6401.421
      2458490.052904       -39712208.328       141641226.719           -6388.076
      2458490.152904       -39964258.965       141570521.712           -6374.692
      2458490.252904       -40216184.370       141499374.025           -6361.272
      2458490.352904       -40467983.717       141427783.900           -6347.822
      2458490.452904       -40719656.183       141355751.584           -6334.345
      2458490.552904       -40971200.941       141283277.323           -6320.846
      2458490.652904       -41222617.170       141210361.368           -6307.330
      2458490.752904       -41473904.047       141137003.970           -6293.800
      2458490.852904       -41725060.751       141063205.384           -6280.261
      2458490.952904       -41976086.461       140988965.867           -6266.718
      2458491.052904       -42226980.358       140914285.675           -6253.173
      2458491.152904       -42477741.623       140839165.070           -6239.633
      2458491.252904       -42728369.439       140763604.316           -6226.101
      2458491.352904       -42978862.990       140687603.675           -6212.581
      2458491.452904       -43229221.461       140611163.416           -6199.078
      2458491.552904       -43479444.036       140534283.807           -6185.596
      2458491.652904       -43729529.902       140456965.120           -6172.139
      2458491.752904       -43979478.248       140379207.627           -6158.711
      2458491.852904       -44229288.262       140301011.604           -6145.316
      2458491.952904       -44478959.134       140222377.327           -6131.959
      2458492.052904       -44728490.055       140143305.077           -6118.643
      2458492.152904       -44977880.217       140063795.134           -6105.372
      2458492.252904       -45227128.813       139983847.781           -6092.152
      2458492.352904       -45476235.037       139903463.304           -6078.985
      2458492.452904       -45725198.085       139822641.990           -6065.875
      2458492.552904       -45974017.154       139741384.127           -6052.827
      2458492.652904       -46222691.440       139659690.008           -6039.845
      2458492.752904       -46471220.143       139577559.924           -6026.932
      2458492.852904       -46719602.463       139494994.171           -6014.092
      2458492.952904       -46967837.600       139411993.046           -6001.328
      2458493.052904       -47215924.758       139328556.847           -5988.646
      2458493.152904       -47463863.140       139244685.876           -5976.048
      2458493.252904       -47711651.949       139160380.433           -5963.538
      2458493.352904       -47959290.393       139075640.825           -5951.120
      2458493.452904       -48206777.679       138990467.357           -5938.797
      2458493.552904       -48454113.013       138904860.336           -5926.573
      2458493.652904       -48701295.607       138818820.074           -5914.452
      2458493.752904       -48948324.671       138732346.882           -5902.437
      2458493.852904       -49195199.416       138645441.073           -5890.531
      2458493.952904       -49441919.057       138558102.962           -5878.738
      2458494.052904       -49688482.807       138470332.867           -5867.061
      2458494.152904       -49934889.882       138382131.107           -5855.503
      2458494.252904       -50181139.499       138293498.002           -5844.068
      2458494.352904       -50427230.877       138204433.875           -5832.760
      2458494.452904       -50673163.235       138114939.050           -5821.580
      2458494.552904       -50918935.793       138025013.853           -5810.532
      2458494.652904       -51164547.775       137934658.611           -5799.620
      2458494.752904       -51409998.403       137843873.655           -5788.846
      2458494.852904       -51655286.903       137752659.314           -5778.214
      2458494.952904       -51900412.500       137661015.923           -5767.725
      2458495.052904       -52145374.421       137568943.815           -5757.384
      2458495.152904       -52390171.897       137476443.327           -5747.193
      2458495.252904       -52634804.156       137383514.797           -5737.154
      2458495.352904       -52879270.430       137290158.564           -5727.270
      2458495.452904       -53123569.952       137196374.969           -5717.545
      2458495.552904       -53367701.957       137102164.356           -5707.980
      2458495.652904       -53611665.679       137007527.069           -5698.578
      2458495.752904       -53855460.357       136912463.454           -5689.341
      2458495.852904       -54099085.228       136816973.859           -5680.273
      2458495.952904       -54342539.532       136721058.634           -5671.375
      2458496.052904       -54585822.511       136624718.128           -5662.649
      2458496.152904       -54828933.408       136527952.696           -5654.098
      2458496.252904       -55071871.466       136430762.691           -5645.724
      2458496.352904       -55314635.931       136333148.469           -5637.529
      2458496.452904       -55557226.051       136235110.387           -5629.515
      2458496.552904       -55799641.074       136136648.804           -5621.684
      2458496.652904       -56041880.251       136037764.081           -5614.037
      2458496.752904       -56283942.832       135938456.579           -5606.578
      2458496.852904       -56525828.072       135838726.663           -5599.307
      2458496.952904       -56767535.225       135738574.696           -5592.225
      2458497.052904       -57009063.548       135638001.046           -5585.336
      2458497.152904       -57250412.298       135537006.080           -5578.639
      2458497.252904       -57491580.734       135435590.168           -5572.137
      2458497.352904       -57732568.119       135333753.681           -5565.831
      2458497.452904       -57973373.715       135231496.991           -5559.722
      2458497.552904       -58213996.785       135128820.471           -5553.812
      2458497.652904       -58454436.597       135025724.497           -5548.101
      2458497.752904       -58694692.418       134922209.445           -5542.590
      2458497.852904       -58934763.517       134818275.693           -5537.281
      2458497.952904       -59174649.166       134713923.621           -5532.174
      2458498.052904       -59414348.637       134609153.608           -5527.270
      2458498.152904       -59653861.204       134503966.037           -5522.569
      2458498.252904       -59893186.145       134398361.290           -5518.073
      2458498.352904       -60132322.736       134292339.752           -5513.781
      2458498.452904       -60371270.259       134185901.809           -5509.694
      2458498.552904       -60610027.994       134079047.847           -5505.813
      2458498.652904       -60848595.225       133971778.254           -5502.136
      2458498.752904       -61086971.237       133864093.420           -5498.665
      2458498.852904       -61325155.317       133755993.735           -5495.400
      2458498.952904       -61563146.755       133647479.590           -5492.339
      2458499.052904       -61800944.841       133538551.377           -5489.483
      2458499.152904       -62038548.867       133429209.491           -5486.832
      2458499.252904       -62275958.129       133319454.325           -5484.384
      2458499.352904       -62513171.923       133209286.275           -5482.140
      2458499.452904       -62750189.547       133098705.738           -5480.098
      2458499.552904       -62987010.301       132987713.111           -5478.258
      2458499.652904       -63223633.489       132876308.791           -5476.618
      2458499.752904       -63460058.414       132764493.179           -5475.178
      2458499.852904       -63696284.382       132652266.674           -5473.936
      2458499.952904       -63932310.702       132539629.676           -5472.891
      2458500.052904       -64168136.683       132426582.587           -5472.040
      2458500.152904       -64403761.639       132313125.809           -5471.384
      2458500.252904       -64639184.883       132199259.744           -5470.919
      2458500.352904       -64874405.730       132084984.796           -5470.643
      2458500.452904       -65109423.501       131970301.368           -5470.556
      2458500.552904       -65344237.513       131855209.864           -5470.653
      2458500.652904       -65578847.090       131739710.689           -5470.934
      2458500.752904       -65813251.555       131623804.248           -5471.395
      2458500.852904       -66047450.235       131507490.947           -5472.034
      2458500.952904       -66281442.457       131390771.190           -5472.848
      2458501.052904       -66515227.552       131273645.385           -5473.834
      2458501.152904       -66748804.851       131156113.936           -5474.989
      2458501.252904       -66982173.688       131038177.250           -5476.309
      2458501.352904       -67215333.399       130919835.733           -5477.792
      2458501.452904       -67448283.321       130801089.792           -5479.433
      2458501.552904       -67681022.795       130681939.833           -5481.229
      2458501.652904       -67913551.160       130562386.261           -5483.176
      2458501.752904       -68145867.761       130442429.483           -5485.270
      2458501.852904       -68377971.942       130322069.905           -5487.506
      2458501.952904       -68609863.050       130201307.932           -5489.881
      2458502.052904       -68841540.434       130080143.969           -5492.390
      2458502.152904       -69073003.443       129958578.422           -5495.029
      2458502.252904       -69304251.428       129836611.695           -5497.791
      2458502.352904       -69535283.745       129714244.192           -5500.674
      2458502.452904       -69766099.746       129591476.316           -5503.671
      2458502.552904       -69996698.789       129468308.471           -5506.777
      2458502.652904       -70227080.231       129344741.059           -5509.988
      2458502.752904       -70457243.431       129220774.481           -5513.296
      2458502.852904       -70687187.750       129096409.139           -5516.698
      2458502.952904       -70916912.549       128971645.434           -5520.187
      2458503.052904       -71146417.192       128846483.765           -5523.758
      2458503.152904       -71375701.043       128720924.530           -5527.404
      2458503.252904       -71604763.466       128594968.128           -5531.119
      2458503.352904       -71833603.827       128468614.956           -5534.897
      2458503.452904       -72062221.494       128341865.411           -5538.732
      2458503.552904       -72290615.835       128214719.887           -5542.618
      2458503.652904       -72518786.218       128087178.779           -5546.548
      2458503.752904       -72746732.013       127959242.482           -5550.515
      2458503.852904       -72974452.589       127830911.387           -5554.513
      2458503.952904       -73201947.317       127702185.886           -5558.535
      2458504.052904       -73429215.567       127573066.370           -5562.574
      2458504.152904       -73656256.713       127443553.229           -5566.624
      2458504.252904       -73883070.123       127313646.851           -5570.677
      2458504.352904       -74109655.172       127183347.625           -5574.727
      2458504.452904       -74336011.230       127052655.938           -5578.767
      2458504.552904       -74562137.669       126921572.175           -5582.789
      2458504.652904       -74788033.862       126790096.722           -5586.787
      2458504.752904       -75013699.180       126658229.962           -5590.754
      2458504.852904       -75239132.995       126525972.281           -5594.682
      2458504.952904       -75464334.678       126393324.059           -5598.565
      2458505.052904       -75689303.601       126260285.679           -5602.396
      2458505.152904       -75914039.133       126126857.523           -5606.167
      2458505.252904       -76138540.644       125993039.970           -5609.872
      2458505.352904       -76362807.505       125858833.401           -5613.503
      2458505.452904       -76586839.083       125724238.195           -5617.055
      2458505.552904       -76810634.748       125589254.731           -5620.519
      2458505.652904       -77034193.866       125453883.386           -5623.889
      2458505.752904       -77257515.805       125318124.539           -5627.159
      2458505.852904       -77480599.928       125181978.567           -5630.322
      2458505.952904       -77703445.602       125045445.848           -5633.372
      2458506.052904       -77926052.190       124908526.758           -5636.301
      2458506.152904       -78148419.055       124771221.675           -5639.103
      2458506.252904       -78370545.558       124633530.975           -5641.773
      2458506.352904       -78592431.059       124495455.035           -5644.304
      2458506.452904       -78814074.919       124356994.232           -5646.690
      2458506.552904       -79035476.495       124218148.943           -5648.926
      2458506.652904       -79256635.144       124078919.545           -5651.005
      2458506.752904       -79477550.222       123939306.417           -5652.921
      2458506.852904       -79698221.083       123799309.935           -5654.670
      2458506.952904       -79918647.081       123658930.479           -5656.246
      2458507.052904       -80138827.568       123518168.428           -5657.644
      2458507.152904       -80358761.894       123377024.161           -5658.858
      2458507.252904       -80578449.408       123235498.059           -5659.884
      2458507.352904       -80797889.459       123093590.502           -5660.717
      2458507.452904       -81017081.394       122951301.874           -5661.353
      2458507.552904       -81236024.558       122808632.556           -5661.787
      2458507.652904       -81454718.295       122665582.934           -5662.015
      2458507.752904       -81673161.949       122522153.391           -5662.032
      2458507.852904       -81891354.861       122378344.315           -5661.835
      2458507.952904       -82109296.372       122234156.093           -5661.421
      2458508.052904       -82326985.821       122089589.113           -5660.785
      2458508.152904       -82544422.548       121944643.766           -5659.924
      2458508.252904       -82761605.888       121799320.443           -5658.836
      2458508.352904       -82978535.178       121653619.538           -5657.516
      2458508.452904       -83195209.753       121507541.445           -5655.963
      2458508.552904       -83411628.947       121361086.559           -5654.173
      2458508.652904       -83627792.092       121214255.280           -5652.144
      2458508.752904       -83843698.522       121067048.007           -5649.874
      2458508.852904       -84059347.566       120919465.140           -5647.360
      2458508.952904       -84274738.555       120771507.084           -5644.601
      2458509.052904       -84489870.819       120623174.242           -5641.594
      2458509.152904       -84704743.686       120474467.023           -5638.339
      2458509.252904       -84919356.483       120325385.835           -5634.834
      2458509.352904       -85133708.538       120175931.088           -5631.076
      2458509.452904       -85347799.178       120026103.195           -5627.067
      2458509.552904       -85561627.728       119875902.573           -5622.803
      2458509.652904       -85775193.513       119725329.636           -5618.285
      2458509.752904       -85988495.858       119574384.805           -5613.512
      2458509.852904       -86201534.087       119423068.500           -5608.483
      2458509.952904       -86414307.524       119271381.145           -5603.198
      2458510.052904       -86626815.492       119119323.166           -5597.657
      2458510.152904       -86839057.315       118966894.989           -5591.859
      2458510.252904       -87051032.315       118814097.046           -5585.806
      2458510.352904       -87262739.815       118660929.768           -5579.497
      2458510.452904       -87474179.137       118507393.589           -5572.932
      2458510.552904       -87685349.603       118353488.947           -5566.112
      2458510.652904       -87896250.534       118199216.280           -5559.038
      2458510.752904       -88106881.254       118044576.029           -5551.711
      2458510.852904       -88317241.084       117889568.638           -5544.130
      2458510.952904       -88527329.345       117734194.553           -5536.299
      2458511.052904       -88737145.360       117578454.221           -5528.216
      2458511.152904       -88946688.451       117422348.094           -5519.885
      2458511.252904       -89155957.939       117265876.623           -5511.306
      2458511.352904       -89364953.147       117109040.265           -5502.480
      2458511.452904       -89573673.398       116951839.475           -5493.410
      2458511.552904       -89782118.014       116794274.715           -5484.097
      2458511.652904       -89990286.319       116636346.446           -5474.543
      2458511.752904       -90198177.635       116478055.131           -5464.750
      2458511.852904       -90405791.287       116319401.239           -5454.720
      2458511.952904       -90613126.598       116160385.237           -5444.455
      2458512.052904       -90820182.893       116001007.597           -5433.957
      2458512.152904       -91026959.496       115841268.792           -5423.228
      2458512.252904       -91233455.734       115681169.298           -5412.271
      2458512.352904       -91439670.932       115520709.593           -5401.089
      2458512.452904       -91645604.416       115359890.158           -5389.684
      2458512.552904       -91851255.514       115198711.474           -5378.058
      2458512.652904       -92056623.552       115037174.028           -5366.215
      2458512.752904       -92261707.860       114875278.305           -5354.157
      2458512.852904       -92466507.766       114713024.796           -5341.887
      2458512.952904       -92671022.600       114550413.992           -5329.408
      2458513.052904       -92875251.691       114387446.387           -5316.722
      2458513.152904       -93079194.371       114224122.476           -5303.834
      2458513.252904       -93282849.972       114060442.759           -5290.746
      2458513.352904       -93486217.826       113896407.736           -5277.462
      2458513.452904       -93689297.266       113732017.908           -5263.984
      2458513.552904       -93892087.626       113567273.782           -5250.316
      2458513.652904       -94094588.242       113402175.864           -5236.462
      2458513.752904       -94296798.448       113236724.664           -5222.424
      2458513.852904       -94498717.583       113070920.692           -5208.207
      2458513.952904       -94700344.982       112904764.463           -5193.814
      2458514.052904       -94901679.986       112738256.492           -5179.248
      2458514.152904       -95102721.932       112571397.297           -5164.513
      2458514.252904       -95303470.163       112404187.398           -5149.614
      2458514.352904       -95503924.018       112236627.316           -5134.552
      2458514.452904       -95704082.841       112068717.577           -5119.333
      2458514.552904       -95903945.975       111900458.706           -5103.961
      2458514.652904       -96103512.764       111731851.231           -5088.438
      2458514.752904       -96302782.553       111562895.683           -5072.769
      2458514.852904       -96501754.691       111393592.595           -5056.958
      2458514.952904       -96700428.523       111223942.501           -5041.009
      2458515.052904       -96898803.399       111053945.938           -5024.925
      2458515.152904       -97096878.669       110883603.444           -5008.711
      2458515.252904       -97294653.683       110712915.559           -4992.372
      2458515.352904       -97492127.794       110541882.828           -4975.910
      2458515.452904       -97689300.356       110370505.793           -4959.330
      2458515.552904       -97886170.723       110198785.003           -4942.636
      2458515.652904       -98082738.250       110026721.005           -4925.833
      2458515.752904       -98279002.294       109854314.350           -4908.924
      2458515.852904       -98474962.215       109681565.591           -4891.914
      2458515.952904       -98670617.370       109508475.283           -4874.807
      2458516.052904       -98865967.122       109335043.982           -4857.607
      2458516.152904       -99061010.831       109161272.246           -4840.318
      2458516.252904       -99255747.862       108987160.637           -4822.945
      2458516.352904       -99450177.579       108812709.715           -4805.492
      2458516.452904       -99644299.347       108637920.047           -4787.964
      2458516.552904       -99838112.534       108462792.197           -4770.364
      2458516.652904      -100031616.509       108287326.734           -4752.697
      2458516.752904      -100224810.642       108111524.228           -4734.967
      2458516.852904      -100417694.304       107935385.250           -4717.179
      2458516.952904      -100610266.867       107758910.375           -4699.336
      2458517.052904      -100802527.706       107582100.178           -4681.444
      2458517.152904      -100994476.197       107404955.236           -4663.506
      2458517.252904      -101186111.717       107227476.129           -4645.528
      2458517.352904      -101377433.643       107049663.438           -4627.512
      2458517.452904      -101568441.357       106871517.745           -4609.464
      2458517.552904      -101759134.240       106693039.635           -4591.388
      2458517.652904      -101949511.673       106514229.696           -4573.289
      2458517.752904      -102139573.043       106335088.514           -4555.170
      2458517.852904      -102329317.734       106155616.680           -4537.035
      2458517.952904      -102518745.135       105975814.786           -4518.891
      2458518.052904      -102707854.635       105795683.426           -4500.739
      2458518.152904      -102896645.623       105615223.194           -4482.586
      2458518.252904      -103085117.492       105434434.689           -4464.434
      2458518.352904      -103273269.637       105253318.507           -4446.289
      2458518.452904      -103461101.452       105071875.251           -4428.155
      2458518.552904      -103648612.334       104890105.522           -4410.035
      2458518.652904      -103835801.682       104708009.924           -4391.935
      2458518.752904      -104022668.896       104525589.062           -4373.858
      2458518.852904      -104209213.378       104342843.543           -4355.808
      2458518.952904      -104395434.532       104159773.977           -4337.790
      2458519.052904      -104581331.763       103976380.974           -4319.808
      2458519.152904      -104766904.477       103792665.146           -4301.866
      2458519.252904      -104952152.083       103608627.106           -4283.967
      2458519.352904      -105137073.993       103424267.469           -4266.117
      2458519.452904      -105321669.616       103239586.854           -4248.319
      2458519.552904      -105505938.368       103054585.877           -4230.577
      2458519.652904      -105689879.664       102869265.159           -4212.895
      2458519.752904      -105873492.921       102683625.321           -4195.277
      2458519.852904      -106056777.558       102497666.986           -4177.727
      2458519.952904      -106239732.996       102311390.780           -4160.248
      2458520.052904      -106422358.657       102124797.327           -4142.846
      2458520.152904      -106604653.966       101937887.255           -4125.523
      2458520.252904      -106786618.348       101750661.194           -4108.283
      2458520.352904      -106968251.233       101563119.774           -4091.130
      2458520.452904      -107149552.049       101375263.627           -4074.068
      2458520.552904      -107330520.228       101187093.385           -4057.100
      2458520.652904      -107511155.204       100998609.685           -4040.230
      2458520.752904      -107691456.412       100809813.161           -4023.462
