2194
51275.00   .015829   .000147   .239833   .000081   .6084018   .0000107
51276.00   .013791   .000150   .240165   .000085   .6072974   .0000103
51277.00   .012055   .000153   .240386   .000095   .6062115   .0000098
51278.00   .010998   .000155   .240635   .000095   .6050749   .0000092
51279.00   .010475   .000088   .241143   .000134   .6038335   .0000095
51280.00   .010119   .000083   .241969   .000151   .6024322   .0000127
51281.00   .009565   .000082   .242944   .000147   .6008268   .0000078
51282.00   .008800   .000080   .243956   .000148   .5990280   .0000084
51283.00   .008074   .000078   .245070   .000131   .5971222   .0000095
51284.00   .007323   .000066   .246324   .000126   .5951849   .0000086
51285.00   .006257   .000079   .247512   .000132   .5932963   .0000088
51286.00   .004782   .000089   .248353   .000086   .5915380   .0000098
51287.00   .003071   .000099   .248755   .000092   .5899323   .0000091
51288.00   .001508   .000100   .248848   .000098   .5884751   .0000108
51289.00   .000190   .000098   .248839   .000093   .5871312   .0000105
51290.00  -.001057   .000101   .248911   .000095   .5858655   .0000106
51291.00  -.002271   .000103   .249270   .000091   .5846479   .0000112
51292.00  -.003651   .000095   .249966   .000081   .5834051   .0000116
51293.00  -.005339   .000082   .250849   .000052   .5820993   .0000136
51294.00  -.006985   .000083   .251766   .000048   .5807227   .0000170
51295.00  -.008027   .000082   .252694   .000051   .5792838   .0000169
51296.00  -.008362   .000084   .253742   .000048   .5778108   .0000179
51297.00  -.008472   .000088   .255001   .000051   .5763380   .0000146
51298.00  -.008673   .000085   .256408   .000053   .5749065   .0000127
51299.00  -.009270   .000083   .257734   .000058   .5735522   .0000095
51300.00  -.010432   .000074   .258759   .000078   .5722963   .0000090
51301.00  -.011958   .000109   .259424   .000083   .5711562   .0000082
51302.00  -.013543   .000106   .259790   .000092   .5701485   .0000080
51303.00  -.014882   .000102   .260006   .000094   .5692803   .0000081
51304.00  -.015809   .000105   .260357   .000096   .5685207   .0000081
51305.00  -.016511   .000098   .260980   .000098   .5677978   .0000085
51306.00  -.017204   .000086   .261793   .000100   .5670197   .0000078
51307.00  -.017955   .000070   .262620   .000088   .5661215   .0000072
51308.00  -.018562   .000059   .263437   .000080   .5650617   .0000071
51309.00  -.018908   .000060   .264417   .000084   .5638338   .0000071
51310.00  -.019144   .000058   .265626   .000080   .5624372   .0000071
51311.00  -.019272   .000063   .267017   .000079   .5608976   .0000089
51312.00  -.019234   .000065   .268489   .000053   .5593032   .0000074
51313.00  -.019058   .000060   .270015   .000054   .5577666   .0000126
51314.00  -.019061   .000071   .271612   .000076   .5563793   .0000131
51315.00  -.019409   .000093   .273248   .000087   .5551731   .0000118
51316.00  -.019872   .000093   .274767   .000100   .5541002   .0000112
51317.00  -.020213   .000090   .275981   .000098   .5530726   .0000094
51318.00  -.020417   .000091   .276839   .000102   .5520267   .0000104
51319.00  -.020523   .000081   .277505   .000098   .5509281   .0000115
51320.00  -.020535   .000083   .278185   .000095   .5497378   .0000121
51321.00  -.020552   .000059   .278928   .000089   .5484707   .0000149
51322.00  -.020768   .000045   .279657   .000087   .5471797   .0000164
51323.00  -.021347   .000045   .280333   .000097   .5458784   .0000161
51324.00  -.022250   .000048   .280942   .000097   .5446124   .0000165
51325.00  -.023138   .000056   .281436   .000095   .5434745   .0000149
51326.00  -.023752   .000054   .281994   .000095   .5424832   .0000149
51327.00  -.024118   .000055   .282646   .000095   .5416162   .0000134
51328.00  -.024418   .000078   .283263   .000065   .5408527   .0000167
51329.00  -.024737   .000101   .283829   .000084   .5401746   .0000146
51330.00  -.025164   .000109   .284461   .000087   .5395663   .0000154
51331.00  -.025839   .000103   .285250   .000092   .5389945   .0000171
51332.00  -.026663   .000099   .286131   .000092   .5384164   .0000161
51333.00  -.027370   .000103   .287157   .000101   .5377925   .0000162
51334.00  -.027956   .000102   .288463   .000097   .5370730   .0000146
51335.00  -.028608   .000059   .290007   .000066   .5362194   .0000145
51336.00  -.029271   .000063   .291489   .000075   .5352299   .0000115
51337.00  -.029839   .000057   .292673   .000069   .5340830   .0000121
51338.00  -.030385   .000065   .293489   .000065   .5327898   .0000125
51339.00  -.030823   .000065   .293963   .000053   .5314166   .0000162
51340.00  -.031123   .000067   .294357   .000057   .5300536   .0000168
51341.00  -.031394   .000085   .294908   .000056   .5287990   .0000158
51342.00  -.031599   .000084   .295656   .000066   .5277405   .0000149
51343.00  -.031741   .000097   .296616   .000091   .5268796   .0000135
51344.00  -.032060   .000092   .297675   .000093   .5261601   .0000138
51345.00  -.032633   .000091   .298575   .000103   .5255218   .0000116
51346.00  -.033005   .000086   .299226   .000107   .5249077   .0000116
51347.00  -.033064   .000088   .299759   .000105   .5242518   .0000104
51348.00  -.032912   .000071   .300307   .000091   .5235385   .0000084
51349.00  -.032633   .000047   .301003   .000058   .5227939   .0000069
51350.00  -.032416   .000053   .301872   .000056   .5220497   .0000059
51351.00  -.032382   .000054   .302784   .000051   .5213298   .0000068
51352.00  -.032414   .000061   .303630   .000043   .5206856   .0000065
51353.00  -.032237   .000061   .304449   .000044   .5201823   .0000086
51354.00  -.032009   .000066   .305351   .000051   .5198199   .0000077
51355.00  -.032072   .000073   .306343   .000046   .5195874   .0000133
51356.00  -.032424   .000106   .307330   .000063   .5194846   .0000152
51357.00  -.032681   .000110   .308172   .000069   .5194888   .0000112
51358.00  -.032643   .000108   .308831   .000083   .5195759   .0000112
51359.00  -.032439   .000107   .309415   .000080   .5196994   .0000120
51360.00  -.032311   .000104   .310020   .000081   .5198139   .0000131
51361.00  -.032153   .000104   .310745   .000081   .5198820   .0000132
51362.00  -.031784   .000099   .311739   .000082   .5198545   .0000123
51363.00  -.031170   .000062   .313045   .000072   .5196951   .0000155
51364.00  -.030442   .000060   .314529   .000047   .5193487   .0000194
51365.00  -.029704   .000062   .315956   .000057   .5188292   .0000139
51366.00  -.028910   .000063   .317201   .000047   .5181918   .0000109
51367.00  -.027983   .000062   .318324   .000048   .5175273   .0000159
51368.00  -.027037   .000063   .319481   .000048   .5169244   .0000168
51369.00  -.026224   .000073   .320703   .000082   .5164345   .0000165
51370.00  -.025557   .000062   .321908   .000082   .5160590   .0000133
51371.00  -.025019   .000067   .323101   .000077   .5157613   .0000105
51372.00  -.024667   .000087   .324344   .000137   .5154946   .0000104
51373.00  -.024535   .000085   .325578   .000146   .5152068   .0000075
51374.00  -.024744   .000084   .326635   .000143   .5148456   .0000116
51375.00  -.025238   .000077   .327339   .000132   .5144052   .0000114
51376.00  -.025708   .000078   .327855   .000133   .5138917   .0000120
51377.00  -.025892   .000083   .328401   .000146   .5133447   .0000155
51378.00  -.025770   .000061   .329054   .000067   .5128171   .0000189
51379.00  -.025384   .000061   .329837   .000060   .5123367   .0000192
51380.00  -.024803   .000063   .330652   .000064   .5119213   .0000131
51381.00  -.024166   .000066   .331389   .000055   .5115879   .0000155
51382.00  -.023612   .000066   .332029   .000048   .5113555   .0000177
51383.00  -.023436   .000062   .332554   .000046   .5112222   .0000184
51384.00  -.023690   .000060   .332988   .000049   .5111749   .0000179
51385.00  -.023985   .000068   .333417   .000062   .5111988   .0000150
51386.00  -.024026   .000079   .333921   .000073   .5112401   .0000133
51387.00  -.023857   .000080   .334593   .000073   .5112419   .0000158
51388.00  -.023510   .000081   .335462   .000078   .5111595   .0000195
51389.00  -.023000   .000083   .336427   .000080   .5109628   .0000197
51390.00  -.022362   .000078   .337453   .000067   .5105973   .0000140
51391.00  -.021640   .000062   .338517   .000066   .5100551   .0000147
51392.00  -.020859   .000053   .339539   .000045   .5093789   .0000151
51393.00  -.019878   .000055   .340497   .000049   .5085788   .0000130
51394.00  -.018583   .000051   .341387   .000050   .5077202   .0000079
51395.00  -.017112   .000050   .342266   .000049   .5069471   .0000089
51396.00  -.015757   .000051   .343305   .000056   .5063317   .0000074
51397.00  -.014781   .000051   .344488   .000060   .5058809   .0000113
51398.00  -.014169   .000062   .345595   .000064   .5055680   .0000151
51399.00  -.013827   .000059   .346439   .000059   .5053520   .0000130
51400.00  -.013570   .000065   .347008   .000059   .5051508   .0000138
51401.00  -.013229   .000067   .347413   .000060   .5048772   .0000139
51402.00  -.012743   .000086   .347767   .000061   .5044897   .0000134
51403.00  -.012239   .000092   .348141   .000064   .5040260   .0000138
51404.00  -.011835   .000098   .348680   .000078   .5034709   .0000123
51405.00  -.011719   .000090   .349523   .000078   .5028289   .0000196
51406.00  -.011590   .000088   .350631   .000073   .5021460   .0000193
51407.00  -.011034   .000089   .351884   .000073   .5014710   .0000225
51408.00  -.010319   .000072   .353153   .000075   .5008619   .0000264
51409.00  -.009797   .000066   .354359   .000072   .5003492   .0000267
51410.00  -.009297   .000063   .355503   .000073   .4999451   .0000279
51411.00  -.008671   .000065   .356678   .000060   .4996400   .0000217
51412.00  -.008248   .000084   .357883   .000068   .4993711   .0000241
51413.00  -.008243   .000087   .358996   .000068   .4991033   .0000185
51414.00  -.008483   .000103   .359983   .000065   .4988082   .0000151
51415.00  -.008694   .000105   .360823   .000067   .4984339   .0000132
51416.00  -.008598   .000104   .361514   .000062   .4978839   .0000155
51417.00  -.008393   .000100   .362115   .000056   .4971095   .0000154
51418.00  -.008182   .000097   .362641   .000055   .4961321   .0000152
51419.00  -.007823   .000074   .363098   .000081   .4950086   .0000154
51420.00  -.007289   .000058   .363548   .000088   .4937904   .0000130
51421.00  -.006771   .000061   .364020   .000086   .4925551   .0000125
51422.00  -.006488   .000058   .364447   .000089   .4913924   .0000059
51423.00  -.006386   .000060   .364778   .000102   .4903690   .0000136
51424.00  -.006220   .000056   .365077   .000095   .4894913   .0000145
51425.00  -.005751   .000045   .365411   .000091   .4887284   .0000147
51426.00  -.004880   .000053   .365869   .000083   .4880370   .0000160
51427.00  -.003703   .000047   .366428   .000092   .4873721   .0000145
51428.00  -.002464   .000048   .367003   .000095   .4866972   .0000149
51429.00  -.001309   .000049   .367620   .000085   .4859923   .0000095
51430.00  -.000411   .000049   .368267   .000086   .4852548   .0000101
51431.00   .000061   .000059   .368863   .000087   .4844846   .0000096
51432.00   .000383   .000065   .369397   .000095   .4836996   .0000101
51433.00   .000863   .000058   .369937   .000070   .4829502   .0000105
51434.00   .001600   .000058   .370608   .000102   .4822679   .0000098
51435.00   .002414   .000058   .371490   .000109   .4816712   .0000108
51436.00   .003040   .000055   .372432   .000110   .4811759   .0000100
51437.00   .003503   .000049   .373142   .000117   .4807967   .0000103
51438.00   .003889   .000044   .373599   .000101   .4805028   .0000099
51439.00   .004184   .000053   .373979   .000097   .4802355   .0000094
51440.00   .004345   .000057   .374430   .000069   .4799329   .0000086
51441.00   .004513   .000061   .374913   .000065   .4795506   .0000066
51442.00   .004887   .000065   .375305   .000061   .4790321   .0000059
51443.00   .005344   .000059   .375576   .000057   .4783296   .0000068
51444.00   .005458   .000058   .375778   .000063   .4774428   .0000076
51445.00   .005210   .000048   .375829   .000070   .4763994   .0000073
51446.00   .004983   .000048   .375759   .000060   .4752638   .0000081
51447.00   .005018   .000048   .375787   .000092   .4740970   .0000134
51448.00   .005262   .000043   .376086   .000100   .4729339   .0000153
51449.00   .005564   .000051   .376625   .000102   .4718474   .0000147
51450.00   .005826   .000056   .377307   .000101   .4708876   .0000147
51451.00   .006099   .000059   .378097   .000099   .4700343   .0000154
51452.00   .006366   .000064   .378984   .000099   .4692888   .0000152
51453.00   .006616   .000061   .379890   .000105   .4686406   .0000121
51454.00   .007091   .000060   .380748   .000084   .4679841   .0000099
51455.00   .007760   .000092   .381484   .000097   .4671962   .0000115
51456.00   .008441   .000096   .382034   .000096   .4662445   .0000110
51457.00   .009156   .000102   .382437   .000104   .4651338   .0000099
51458.00   .009792   .000100   .382579   .000105   .4638922   .0000106
51459.00   .010453   .000102   .382483   .000108   .4625759   .0000109
51460.00   .011302   .000118   .382442   .000095   .4612270   .0000131
51461.00   .012327   .000087   .382576   .000077   .4598931   .0000106
51462.00   .013291   .000088   .382712   .000077   .4586308   .0000094
51463.00   .013933   .000083   .382739   .000053   .4574905   .0000112
51464.00   .014160   .000085   .382696   .000052   .4564699   .0000094
51465.00   .014011   .000090   .382620   .000050   .4555245   .0000092
51466.00   .013764   .000093   .382574   .000049   .4546679   .0000091
51467.00   .013723   .000093   .382518   .000048   .4539027   .0000086
51468.00   .013998   .000082   .382379   .000048   .4531777   .0000089
51469.00   .014481   .000090   .382265   .000051   .4524251   .0000074
51470.00   .015066   .000087   .382334   .000050   .4515871   .0000077
51471.00   .015704   .000088   .382570   .000052   .4505951   .0000073
51472.00   .016335   .000079   .382806   .000059   .4493644   .0000074
51473.00   .016759   .000077   .382957   .000053   .4478747   .0000066
51474.00   .017150   .000065   .383056   .000064   .4461607   .0000076
51475.00   .017702   .000061   .383229   .000064   .4442931   .0000092
51476.00   .018291   .000058   .383481   .000062   .4423756   .0000086
51477.00   .018863   .000064   .383621   .000064   .4405168   .0000089
51478.00   .019452   .000065   .383532   .000057   .4388010   .0000089
51479.00   .019978   .000073   .383305   .000058   .4372960   .0000092
51480.00   .020327   .000077   .383128   .000059   .4359633   .0000095
51481.00   .020502   .000073   .383004   .000063   .4347173   .0000102
51482.00   .020765   .000076   .382805   .000106   .4334775   .0000105
51483.00   .021271   .000102   .382449   .000116   .4321898   .0000102
51484.00   .021918   .000097   .381946   .000117   .4308357   .0000100
51485.00   .022609   .000092   .381443   .000121   .4294020   .0000097
51486.00   .023219   .000089   .380905   .000120   .4278975   .0000098
51487.00   .023757   .000086   .380406   .000121   .4263817   .0000091
51488.00   .024151   .000095   .380035   .000121   .4248891   .0000102
51489.00   .024358   .000091   .379606   .000080   .4234446   .0000092
51490.00   .024501   .000073   .378912   .000122   .4220772   .0000094
51491.00   .024892   .000085   .378025   .000132   .4207713   .0000119
51492.00   .025657   .000089   .377145   .000141   .4195125   .0000107
51493.00   .026741   .000099   .376460   .000151   .4183198   .0000113
51494.00   .027764   .000108   .376262   .000156   .4171923   .0000103
51495.00   .028474   .000113   .376609   .000153   .4160811   .0000120
51496.00   .028809   .000125   .377310   .000129   .4149095   .0000114
51497.00   .028761   .000121   .377949   .000113   .4136514   .0000104
51498.00   .028712   .000105   .378224   .000111   .4123109   .0000100
51499.00   .029229   .000100   .378250   .000100   .4108591   .0000092
51500.00   .030311   .000085   .378225   .000091   .4092440   .0000093
51501.00   .031599   .000085   .378298   .000081   .4075068   .0000069
51502.00   .032630   .000070   .378479   .000070   .4057008   .0000068
51503.00   .033130   .000073   .378618   .000055   .4038769   .0000116
51504.00   .033152   .000080   .378618   .000052   .4021328   .0000092
51505.00   .032879   .000082   .378417   .000055   .4005584   .0000096
51506.00   .032516   .000075   .378016   .000054   .3991948   .0000095
51507.00   .032158   .000081   .377578   .000064   .3980249   .0000102
51508.00   .031840   .000081   .377205   .000066   .3969956   .0000103
51509.00   .031731   .000084   .376900   .000065   .3960227   .0000089
51510.00   .032013   .000080   .376716   .000076   .3950159   .0000112
51511.00   .032624   .000068   .376739   .000074   .3939021   .0000105
51512.00   .033305   .000076   .377007   .000074   .3926455   .0000107
51513.00   .033866   .000080   .377511   .000070   .3912784   .0000101
51514.00   .034243   .000076   .378168   .000064   .3898971   .0000126
51515.00   .034482   .000070   .378767   .000060   .3885654   .0000132
51516.00   .034712   .000069   .379145   .000084   .3873141   .0000101
51517.00   .034806   .000064   .379274   .000088   .3861571   .0000133
51518.00   .034636   .000073   .379187   .000085   .3851032   .0000108
51519.00   .034509   .000074   .378991   .000086   .3841467   .0000109
51520.00   .034839   .000075   .378900   .000087   .3832822   .0000096
51521.00   .035705   .000077   .379108   .000089   .3824822   .0000105
51522.00   .036626   .000078   .379542   .000089   .3816877   .0000109
51523.00   .037157   .000103   .379986   .000071   .3808536   .0000113
51524.00   .037313   .000105   .380340   .000073   .3799565   .0000105
51525.00   .037388   .000116   .380650   .000091   .3789967   .0000086
51526.00   .037709   .000113   .381013   .000090   .3779240   .0000075
51527.00   .038233   .000110   .381469   .000086   .3767143   .0000064
51528.00   .038411   .000118   .381831   .000085   .3753863   .0000073
51529.00   .038307   .000124   .381983   .000091   .3739443   .0000063
51530.00   .038151   .000112   .382020   .000084   .3724233   .0000045
51531.00   .037966   .000114   .382019   .000076   .3708867   .0000068
51532.00   .037613   .000104   .381863   .000104   .3694136   .0000083
51533.00   .037076   .000112   .381420   .000101   .3680734   .0000082
51534.00   .036608   .000121   .380682   .000118   .3668939   .0000074
51535.00   .036570   .000122   .379666   .000122   .3658297   .0000074
51536.00   .037112   .000109   .378618   .000115   .3648087   .0000074
51537.00   .038004   .000116   .377845   .000126   .3637629   .0000139
51538.00   .039000   .000125   .377510   .000119   .3626369   .0000103
51539.00   .040049   .000117   .377548   .000129   .3614129   .0000075
51540.00   .041137   .000109   .377788   .000125   .3601152   .0000090
51541.00   .042052   .000088   .378106   .000111   .3588103   .0000099
51542.00   .042547   .000089   .378200   .000110   .3575773   .0000100
51543.00   .042890   .000090   .377991   .000108   .3564633   .0000093
51544.00   .043215   .000092   .377697   .000099   .3554732   .0000099
51545.00   .043455   .000058   .377468   .000073   .3545966   .0000119
51546.00   .043512   .000069   .377238   .000077   .3538464   .0000109
51547.00   .043363   .000071   .376945   .000089   .3532360   .0000115
51548.00   .043134   .000080   .376623   .000088   .3527537   .0000184
51549.00   .043149   .000087   .376297   .000093   .3523431   .0000177
51550.00   .043422   .000076   .376104   .000091   .3519484   .0000176
51551.00   .043659   .000106   .375969   .000093   .3515404   .0000164
51552.00   .043675   .000124   .375686   .000099   .3510966   .0000177
51553.00   .043604   .000128   .375254   .000094   .3505534   .0000125
51554.00   .043745   .000128   .374881   .000096   .3498790   .0000082
51555.00   .044251   .000132   .374731   .000092   .3490532   .0000074
51556.00   .045178   .000133   .374726   .000097   .3480742   .0000078
51557.00   .046378   .000128   .374757   .000097   .3469483   .0000073
51558.00   .047518   .000120   .374783   .000091   .3457480   .0000113
51559.00   .048487   .000104   .374789   .000081   .3445662   .0000136
51560.00   .049484   .000107   .374848   .000094   .3434739   .0000143
51561.00   .050671   .000095   .375099   .000098   .3424895   .0000152
51562.00   .051944   .000097   .375468   .000094   .3415968   .0000169
51563.00   .053115   .000095   .375682   .000096   .3407635   .0000157
51564.00   .054190   .000089   .375869   .000089   .3399193   .0000118
51565.00   .055094   .000090   .376229   .000090   .3390041   .0000143
51566.00   .055780   .000082   .376695   .000064   .3379742   .0000155
51567.00   .056228   .000090   .377100   .000063   .3368184   .0000141
51568.00   .056440   .000089   .377321   .000064   .3355604   .0000145
51569.00   .056569   .000089   .377302   .000061   .3342584   .0000155
51570.00   .056930   .000091   .377024   .000065   .3329659   .0000166
51571.00   .057279   .000089   .376691   .000067   .3317549   .0000153
51572.00   .057260   .000083   .376406   .000067   .3306897   .0000155
51573.00   .057053   .000088   .376159   .000060   .3297764   .0000193
51574.00   .056920   .000110   .375899   .000086   .3289928   .0000117
51575.00   .056955   .000111   .375515   .000086   .3283083   .0000105
