# Low Earth Orbit trajectory (km)
# Time			Position   x			y			z		Velocity   x			y			z
53157.5000000000	-4453.7835860000	-5038.2037560000	-426.38445600000	3.83188800000000	-2.8872210000000	-6.018232
53157.50069444445	-4213.594485410178	-5199.47342213178	-786.191135235941	4.171267173357028	-2.486347219824071	-5.970617458559489
53157.501388888886	-3953.62499404839	-5336.334161626404	-1142.296578828827	4.490976111109539	-2.07391216645607	-5.894908784707238
53157.50208333333	-3675.1008278389554	-5448.150769560011	-1493.0257128079486	4.789514701042175	-1.6518729356333488	-5.791480707746174
53157.50277777778	-3379.334648537837	-5534.406817542345	-1836.7299369384089	5.0654860308237435	-1.2222299875055909	-5.660840633144415
53157.50347222222	-3067.7196650264177	-5594.706948058883	-2171.795015286296	5.317603185086767	-0.7870167857399046	-5.503626098070799
53157.504166666666	-2741.722849619825	-5628.7785373521865	-2496.648776149192	5.544695215291871	-0.3482892742741518	-5.320600999286789
53157.50486111111	-2402.8778206690627	-5636.472740874697	-2809.7685616591243	5.745712379722737	0.09188415469885002	-5.1126511272508965
53157.50555555556	-2052.777419488848	-5617.764944384026	-3109.6883976445515	5.919731134146305	0.5314325623363131	-4.8807792806123365
53157.5062500000	-1693.065999414658	-5572.7546093423125	-3395.005847769803	6.06595861451642	0.9682927811510837	-4.626099542886525
53157.506944444445	-1325.4314820200004	-5501.664493285987	-3664.3884931988005	6.183735801793445	1.400419799776468	-4.349830576247431
53157.50763888889	-951.5972697691354	-5404.839265033085	-3916.579996724912	6.27253920944866	1.8257964640949482	-4.053288631564244
53157.50833333333	-573.3140845405543	-5282.7435609188715	-4150.405757488846	6.3319818075363505	2.2424424872965365	-3.7378809292910438
53157.50902777778	-192.3517585300714	-5135.959506340884	-4364.778174467536	6.361813704068201	2.6484233436360713	-3.405099116918428
53157.509722222225	189.50900385147253	-4965.1837039057045	-4558.701501259066	6.361922359622658	3.0418590829453422	-3.0565121069304086
53157.510416666664	570.4848558224488	-4771.223710394558	-4731.276249763039	6.332332109807884	3.420932454759944	-2.6937582710232744
53157.51111111111	948.797996493527	-4554.994053658537	-4881.703119767497	6.273203339412179	3.783896176615024	-2.3185375247995768
53157.51180555556	1322.6843068820172	-4317.511823327574	-5009.286455840655	6.1848315413796735	4.129080004077496	-1.9326034520467446
53157.5125000000	1690.4014135723507	-4059.891830572717	-5113.4372246477105	6.067645706658723	4.454898006210733	-1.5377551470410604
53157.513194444444	2050.236618538897	-3783.3413386801576	-5193.6754941259705	5.922205444291555	4.759855438728353	-1.135828843453711
53157.51388888889	2400.5146270437654	-3489.154413001131	-5249.632419508613	5.749197305858054	5.042554516471465	-0.7286899490142146
53157.51458333333	2739.6050596161685	-3178.705950538369	-5281.051770345965	5.549431410163778	5.301699478678403	-0.3182256478968104
53157.51527777778	3065.9297780140914	-2853.4454014968796	-5287.791012093977	5.323838510260639	5.536101913027162	0.09366272208004574
53157.51597222222	3377.9700218930448	-2514.890158972125	-5269.821903659416	5.07346639963423	5.744686384001129	0.5050682084220766
53157.51666666667	3674.273287014802	-2164.6186262383185	-5227.230564929872	4.799474878942282	5.926495369208638	0.9140871944314772
53157.51736111111	3953.459872047219	-1804.2630263056697	-5160.217022530093	4.503129947615919	6.08069292387541	1.3188277097484318
53157.518055555556	4214.229083120828	-1435.502016457761	-5069.094282213755	4.185798323920729	6.20656767969948	1.717416996748189
53157.5187500000	4455.365122562808	-1060.0531221287172	-4954.286947533231	3.848942280103174	6.303535922897889	2.1080092281941463
53157.51944444444	4675.742654257204	-679.6649870037643	-4816.32935669102	3.4941138842347184	6.371144529633965	2.4887938196919954
53157.52013888889	4874.331994735353	-296.10946817804137	-4655.86321814914	3.1229483291606566	6.409073131163504	2.858003662625598
53157.520833333336	5050.203891414345	88.82637606698933	-4473.634773801087	2.737156967918425	6.417135623403147	3.213922608116699
53157.521527777775	5202.53388595952	473.34838548196063	-4270.49152814442	2.3385204304493326	6.395281631340184	3.5548925897922974
53157.52222222222	5330.606255797044	855.6634843147443	-4047.378540926243	1.928881325931435	6.343597853060604	3.8793211224830784
53157.52291666667	5433.817492682868	1233.9879254722152	-3805.3342598830286	1.5101361119917338	6.262308521714505	4.185689019200741
53157.52361111111	5511.679278380943	1606.555528899638	-3545.4859033003772	1.0842265887192597	6.151774825150683	4.472557586484869
53157.524305555555	5563.820953595997	1971.625872962788	-3269.0444289295056	0.6531315255947615	6.0124940670372	4.738575319704639
53157.5250000000	5589.991478513656	2327.4924390621827	-2977.299095581852	0.21885793188871736	5.845098874345284	4.982484910983251
53157.52569444444	5590.06083764772	2672.4906850079233	-2671.6115887362316	-0.21656879013976896	5.6503553618818065	5.203130661422835
53157.52638888889	5564.020829247698	3005.0059462745457	-2353.4097182753057	-0.6511152954286923	5.429159176420097	5.399465081147259
53157.527083333334	5511.985247426217	3323.48105076160	-2024.1807725571077	-1.082749870834341	5.182530197728473	5.570553714485086
53157.52777777778	5434.1895300848455	3626.4236245398415	-1685.4646213998444	-1.5094507932936878	4.911607808846972	5.71557893649282
53157.52847222222	5330.989905631041	3912.4131488427674	-1338.846583945922	-1.9292150083929718	4.617647195799517	5.833844164118681
53157.52916666667	5202.861971309793	4180.107785839912	-985.9500260035779	-2.3400684528384743	4.302014975689554	5.924778495435205
53157.529861111114	5050.398620736788	4428.2508793897705	-628.4287018642616	-2.7400770912821204	3.9661826583415096	5.98794033410489
53157.53055555555	4874.307340806086	4655.677013143805	-267.95893196955825	-3.1273566344561345	3.6117187365278194	6.023019281001993
