# SPICE DE405 data for PLUTO BARYCENTER from SOLAR SYSTEM BARYCENTER 
# For the period 2000-1-1-12:00:00 to 2009-12-25-12:00:00
# 7 items per row: time (TT, mjd), XYZ position (m), XYZ velocity (m/s)
# For use with JAT: jat.eph.unittest.DE405Test.readTargetPosVels().
# NOTE: The majority of the JAT-SPICE DE405 differences in this data
#       are due to an unexplained -80 microsec (-8.046852e-5 sec) time difference
#       between JAT and SPICE.  When this difference is artifically compensated for,
#       the position results millimeters or less (at numerical limits) for all bodies.
5.1544500000000000e+004 -1.4783979539255867e+012 -4.1859726914436416e+012 -8.6087714505860059e+011 5.2534647224047540e+003 -1.9640656483708265e+003 -2.1957655654042837e+003
5.1548500000000000e+004 -1.4765822297102307e+012 -4.1866511132849185e+012 -8.6163592774394165e+011 5.2541983937788327e+003 -1.9619866578177505e+003 -2.1953378823754397e+003
5.1552500000000000e+004 -1.4747662521085742e+012 -4.1873288166115200e+012 -8.6239456256579932e+011 5.2549310770931079e+003 -1.9599075769850499e+003 -2.1949098734728168e+003
5.1556500000000000e+004 -1.4729500214622976e+012 -4.1880058013922778e+012 -8.6315304941149890e+011 5.2556627723687170e+003 -1.9578284065202392e+003 -2.1944815389022033e+003
5.1560500000000000e+004 -1.4711335381128638e+012 -4.1886820675963276e+012 -8.6391138816852515e+011 5.2563934796273506e+003 -1.9557491470704942e+003 -2.1940528788694455e+003
5.1564500000000000e+004 -1.4693168024017275e+012 -4.1893576151930283e+012 -8.6466957872443372e+011 5.2571231988911695e+003 -1.9536697992828902e+003 -2.1936238935804968e+003
5.1568500000000000e+004 -1.4674998146705471e+012 -4.1900324441518833e+012 -8.6542762096676355e+011 5.2578519301827173e+003 -1.9515903638046516e+003 -2.1931945832414681e+003
5.1575500000000000e+004 -1.4643194807439053e+012 -4.1912116655171772e+012 -8.6675383767389417e+011 5.2591248327046069e+003 -1.9479511426567478e+003 -2.1924425086163606e+003
5.1579500000000000e+004 -1.4625018017175444e+012 -4.1918845180671558e+012 -8.6751147147528381e+011 5.2598508471929454e+003 -1.9458714693636418e+003 -2.1920123054527930e+003
5.1583500000000000e+004 -1.4606838719510715e+012 -4.1925566518673701e+012 -8.6826895654250745e+011 5.2605758737980168e+003 -1.9437917108046338e+003 -2.1915817780126795e+003
5.1587500000000000e+004 -1.4588656917863184e+012 -4.1932280668883071e+012 -8.6902629276335425e+011 5.2612999125443712e+003 -1.9417118676266505e+003 -2.1911509265026511e+003
5.1591500000000000e+004 -1.4570472615644724e+012 -4.1938987631009126e+012 -8.6978348002594958e+011 5.2620229634572379e+003 -1.9396319404757430e+003 -2.1907197511292807e+003
5.1595500000000000e+004 -1.4552285816269253e+012 -4.1945687404762769e+012 -8.7054051821840210e+011 5.2627450265621856e+003 -1.9375519299980563e+003 -2.1902882520992798e+003
5.1599500000000000e+004 -1.4534096523150583e+012 -4.1952379989857139e+012 -8.7129740722889172e+011 5.2634661018852066e+003 -1.9354718368395886e+003 -2.1898564296194513e+003
5.1604500000000000e+004 -1.4511356405127529e+012 -4.1960735611739214e+012 -8.7224330853458923e+011 5.2643660570109678e+003 -1.9328716051053918e+003 -2.1893161969835469e+003
5.1608500000000000e+004 -1.4493161513567971e+012 -4.1967412021312954e+012 -8.7299986147719080e+011 5.2650849099221723e+003 -1.9307913282755885e+003 -2.1888836474981572e+003
5.1612500000000000e+004 -1.4474964139361616e+012 -4.1974081241309756e+012 -8.7375626487482019e+011 5.2658027751391974e+003 -1.9287109708629225e+003 -2.1884507752357022e+003
5.1616500000000000e+004 -1.4456764285919763e+012 -4.1980743271453022e+012 -8.7451251861604980e+011 5.2665196526902209e+003 -1.9266305335121658e+003 -2.1880175804033283e+003
5.1620500000000000e+004 -1.4438561956655740e+012 -4.1987398111467593e+012 -8.7526862258943494e+011 5.2672355426038521e+003 -1.9245500168681526e+003 -2.1875840632083314e+003
5.1624500000000000e+004 -1.4420357154982771e+012 -4.1994045761080562e+012 -8.7602457668360315e+011 5.2679504449092092e+003 -1.9224694215755351e+003 -2.1871502238581056e+003
5.1628500000000000e+004 -1.4402149884316101e+012 -4.2000686220020444e+012 -8.7678038078716528e+011 5.2686643596358399e+003 -1.9203887482790269e+003 -2.1867160625601987e+003
5.1635500000000000e+004 -1.4370281229891772e+012 -4.2012289719804521e+012 -8.7810267671928687e+011 5.2699113341373786e+003 -1.9167473842502925e+003 -2.1859555062265458e+003
5.1639500000000000e+004 -1.4352067187084653e+012 -4.2018910403017959e+012 -8.7885806777561475e+011 5.2706225331797259e+003 -1.9146664997641747e+003 -2.1855204606431071e+003
5.1643500000000000e+004 -1.4333850688079990e+012 -4.2025523894563809e+012 -8.7961330842468494e+011 5.2713327447591419e+003 -1.9125855396893089e+003 -2.1850850938909625e+003
5.1647500000000000e+004 -1.4315631736292520e+012 -4.2032130194181187e+012 -8.8036839855544958e+011 5.2720419689076207e+003 -1.9105045046697219e+003 -2.1846494061781555e+003
5.1651500000000000e+004 -1.4297410335130505e+012 -4.2038729301613721e+012 -8.8112333805719666e+011 5.2727502056579024e+003 -1.9084233953486182e+003 -2.1842133977126873e+003
5.1655500000000000e+004 -1.4279186488010579e+012 -4.2045321216604214e+012 -8.8187812681893396e+011 5.2734574550428906e+003 -1.9063422123700773e+003 -2.1837770687028719e+003
5.1659500000000000e+004 -1.4260960198342898e+012 -4.2051905938899980e+012 -8.8263276473000562e+011 5.2741637170962349e+003 -1.9042609563773567e+003 -2.1833404193569809e+003
5.1665500000000000e+004 -1.4233616191529463e+012 -4.2061769535491680e+012 -8.8376443850949487e+011 5.2752212590040008e+003 -1.9011389368942719e+003 -2.1826848451640053e+003
5.1669500000000000e+004 -1.4215383810420332e+012 -4.2068336274956382e+012 -8.8451869880986890e+011 5.2759250528782086e+003 -1.8990575011809360e+003 -2.1822473958900591e+003
5.1673500000000000e+004 -1.4197148998705481e+012 -4.2074895820856802e+012 -8.8527280787253992e+011 5.2766278595419262e+003 -1.8969759947051932e+003 -2.1818096270100332e+003
5.1677500000000000e+004 -1.4178911759798772e+012 -4.2081448172948721e+012 -8.8602676558700037e+011 5.2773296790306285e+003 -1.8948944181106056e+003 -2.1813715387327879e+003
5.1681500000000000e+004 -1.4160672097109697e+012 -4.2087993330991694e+012 -8.8678057184299036e+011 5.2780305113803415e+003 -1.8928127720401285e+003 -2.1809331312671720e+003
5.1685500000000000e+004 -1.4142430014049746e+012 -4.2094531294746719e+012 -8.8753422653023486e+011 5.2787303566273940e+003 -1.8907310571368412e+003 -2.1804944048221737e+003
5.1689500000000000e+004 -1.4124185514030286e+012 -4.2101062063977026e+012 -8.8828772953853027e+011 5.2794292148084960e+003 -1.8886492740437000e+003 -2.1800553596068708e+003
5.1696500000000000e+004 -1.4092251833448743e+012 -4.2112473597600332e+012 -8.8960599449432056e+011 5.2806498416097456e+003 -1.8850059914824403e+003 -2.1792862640682624e+003
5.1700500000000000e+004 -1.4074000704379419e+012 -4.2118984580684917e+012 -8.9035907981786169e+011 5.2813459855519868e+003 -1.8829240241812890e+003 -2.1788463433134139e+003
5.1704500000000000e+004 -1.4055747171144170e+012 -4.2125488368375908e+012 -8.9111201304974854e+011 5.2820411425694074e+003 -1.8808419911002275e+003 -2.1784061045731455e+003
5.1708500000000000e+004 -1.4037491237149497e+012 -4.2131984960448579e+012 -8.9186479408029663e+011 5.2827353127007418e+003 -1.8787598928809830e+003 -2.1779655480568485e+003
5.1712500000000000e+004 -1.4019232905810259e+012 -4.2138474356677422e+012 -8.9261742279954358e+011 5.2834284959848173e+003 -1.8766777301660015e+003 -2.1775246739741979e+003
5.1716500000000000e+004 -1.4000972180532681e+012 -4.2144956556842148e+012 -8.9336989909794995e+011 5.2841206924611943e+003 -1.8745955035965085e+003 -2.1770834825347379e+003
5.1720500000000000e+004 -1.3982709064731353e+012 -4.2151431560721689e+012 -8.9412222286569836e+011 5.2848119021695202e+003 -1.8725132138144479e+003 -2.1766419739482963e+003
5.1726500000000000e+004 -1.3955309916252061e+012 -4.2161130573033193e+012 -8.9525042228288098e+011 5.2858468666302088e+003 -1.8693896620197888e+003 -2.1759791168768829e+003
5.1730500000000000e+004 -1.3937040839055369e+012 -4.2167587585255552e+012 -8.9600236424499414e+011 5.2865356095955212e+003 -1.8673072170103590e+003 -2.1755368163409030e+003
5.1734500000000000e+004 -1.3918769383267888e+012 -4.2174037400442422e+012 -8.9675415329335999e+011 5.2872233659356316e+003 -1.8652247110310475e+003 -2.1750941993925326e+003
5.1738500000000000e+004 -1.3900495552299329e+012 -4.2180480018384199e+012 -8.9750578931866260e+011 5.2879101356923611e+003 -1.8631421447219739e+003 -2.1746512662418399e+003
5.1742500000000000e+004 -1.3882219349557117e+012 -4.2186915438874229e+012 -8.9825727221174658e+011 5.2885959189081286e+003 -1.8610595187227016e+003 -2.1742080170989270e+003
5.1746500000000000e+004 -1.3863940778454922e+012 -4.2193343661705835e+012 -8.9900860186326599e+011 5.2892807156256540e+003 -1.8589768336732498e+003 -2.1737644521741418e+003
5.1750500000000000e+004 -1.3845659842399875e+012 -4.2199764686676802e+012 -8.9975977816421069e+011 5.2899645258884248e+003 -1.8568940902126401e+003 -2.1733205716777725e+003
5.1757500000000000e+004 -1.3813662523886978e+012 -4.2210984159922119e+012 -9.0107396736326636e+011 5.2911588203240990e+003 -1.8532491505262326e+003 -2.1725430220979251e+003
5.1761500000000000e+004 -1.3795375101787244e+012 -4.2217385389748496e+012 -9.0182472138827551e+011 5.2918399180645738e+003 -1.8511662497287018e+003 -2.1720982748649608e+003
5.1765500000000000e+004 -1.3777085327520164e+012 -4.2223779420971987e+012 -9.0257532165415320e+011 5.2925200295177701e+003 -1.8490832929153546e+003 -2.1716532128500858e+003
5.1769500000000000e+004 -1.3758793204490012e+012 -4.2230166253401606e+012 -9.0332576805232202e+011 5.2931991547297475e+003 -1.8470002807239168e+003 -2.1712078362639863e+003
5.1773500000000000e+004 -1.3740498736107288e+012 -4.2236545886846323e+012 -9.0407606047401514e+011 5.2938772937468475e+003 -1.8449172137926419e+003 -2.1707621453176012e+003
5.1777500000000000e+004 -1.3722201925780195e+012 -4.2242918321118052e+012 -9.0482619881062610e+011 5.2945544466159899e+003 -1.8428340927593840e+003 -2.1703161402219171e+003
5.1781500000000000e+004 -1.3703902776916785e+012 -4.2249283556030918e+012 -9.0557618295362158e+011 5.2952306133846087e+003 -1.8407509182618392e+003 -2.1698698211880182e+003
5.1788500000000000e+004 -1.3671873649551904e+012 -4.2260405393120352e+012 -9.0688828384933179e+011 5.2964115325698085e+003 -1.8371052361600748e+003 -2.1690880081001087e+003
5.1792500000000000e+004 -1.3653568087282866e+012 -4.2266750828856665e+012 -9.0763784340094128e+011 5.2970849878107456e+003 -1.8350219179223357e+003 -2.1686408268253012e+003
5.1796500000000000e+004 -1.3635260199258330e+012 -4.2273089064555972e+012 -9.0838724835249719e+011 5.2977574571333398e+003 -1.8329385486106582e+003 -2.1681933324047977e+003
5.1800500000000000e+004 -1.3616949988881277e+012 -4.2279420100044346e+012 -9.0913649859598767e+011 5.2984289405874351e+003 -1.8308551288616159e+003 -2.1677455250500425e+003
5.1804500000000000e+004 -1.3598637459560913e+012 -4.2285743935147822e+012 -9.0988559402321167e+011 5.2990994382230583e+003 -1.8287716593124539e+003 -2.1672974049727345e+003
5.1808500000000000e+004 -1.3580322614704146e+012 -4.2292060569695405e+012 -9.1063453452612915e+011 5.2997689500907263e+003 -1.8266881405999902e+003 -2.1668489723845992e+003
5.1812500000000000e+004 -1.3562005457715566e+012 -4.2298370003519009e+012 -9.1138331999685986e+011 5.3004374762414409e+003 -1.8246045733606161e+003 -2.1664002274973896e+003
5.1818500000000000e+004 -1.3534525394443452e+012 -4.2307820652531011e+012 -9.1250620728135754e+011 5.3014384173604003e+003 -1.8214791329064767e+003 -2.1657265250694873e+003
5.1822500000000000e+004 -1.3516202472033933e+012 -4.2314112083818745e+012 -9.1325460469952795e+011 5.3021044794440095e+003 -1.8193954471344928e+003 -2.1652770003619025e+003
5.1826500000000000e+004 -1.3497877249416873e+012 -4.2320396313808267e+012 -9.1400284670811633e+011 5.3027695559920512e+003 -1.8173117150625312e+003 -2.1648271640972425e+003
5.1830500000000000e+004 -1.3479549729996060e+012 -4.2326673342341387e+012 -9.1475093319957214e+011 5.3034336470574126e+003 -1.8152279373259887e+003 -2.1643770164876096e+003
5.1834500000000000e+004 -1.3461219917181494e+012 -4.2332943169259922e+012 -9.1549886406615710e+011 5.3040967526931781e+003 -1.8131441145607375e+003 -2.1639265577453402e+003
5.1838500000000000e+004 -1.3442887814374460e+012 -4.2339205794410815e+012 -9.1624663920055469e+011 5.3047588729532126e+003 -1.8110602474014051e+003 -2.1634757880826437e+003
5.1842500000000000e+004 -1.3424553424982461e+012 -4.2345461217641006e+012 -9.1699425849526038e+011 5.3054200078916165e+003 -1.8089763364831056e+003 -2.1630247077119679e+003
5.1849500000000000e+004 -1.3392462751692881e+012 -4.2356390878221997e+012 -9.1830221694892932e+011 5.3065746232683050e+003 -1.8053293889896941e+003 -2.1622345700613369e+003
